page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
2988_home,6,92,98,0.061224489795918366,2988,sjr_29047,2988,New Journal of Physics,journal,13672630,"1,224",Q1,193,593,1973,32531,6732,1972,"3,32","54,86",United Kingdom,Western Europe,IOP Publishing Ltd.,1998-2022,Physics and Astronomy (miscellaneous) (Q1),Physics and Astronomy,https://iopscience.iop.org/journal/1367-2630
298_home,2,37,39,0.05128205128205128,298,sjr_11500153511,298,ACS Nano,journal,"1936086X, 19360851","4,728",Q1,448,1890,4717,118946,80288,4677,"16,56","62,93",United States,Northern America,American Chemical Society,2007-2022,Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physics and Astronomy (miscellaneous) (Q1),Engineering; Materials Science; Physics and Astronomy,http://pubs.acs.org/journal/ancac3
2990_home,3,102,105,0.02857142857142857,2990,sjr_23194,2990,Indiana University Mathematics Journal,journal,00222518,"1,223",Q1,70,69,175,2241,194,175,"1,01","32,48",United States,Northern America,Indiana University,"1970-1972, 1974-1978, 1980, 1995-2021",Mathematics (miscellaneous) (Q1),Mathematics,http://www.iumj.indiana.edu/
2991_home,2,85,87,0.022988505747126436,2991,sjr_16432,2991,Journal of Telemedicine and Telecare,journal,"1357633X, 17581109","1,223",Q1,84,167,313,6004,1554,307,"4,67","35,95",United Kingdom,Western Europe,SAGE Publications Ltd,1995-2022,Health Informatics (Q1),Medicine,https://journals.sagepub.com/home/jtt
2992_home,32,299,331,0.09667673716012085,2992,sjr_16658,2992,Preslia,journal,00327786,"1,223",Q1,54,16,42,2180,166,42,"3,39","136,25",Czech Republic,Eastern Europe,Czech Botanical Society,"1979, 1982-2022",Ecology (Q1); Plant Science (Q1),Agricultural and Biological Sciences; Environmental Science,http://www.preslia.cz/
2993_home,4,117,121,0.03305785123966942,2993,sjr_18452,2993,Cell Calcium,journal,"15321991, 01434160","1,222",Q1,123,114,358,6960,1192,266,"3,10","61,05",United Kingdom,Western Europe,Elsevier Ltd.,1980-2022,Physiology (Q1); Cell Biology (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology",https://www.sciencedirect.com/journal/cell-calcium
2994_home,1,233,234,0.004273504273504274,2994,sjr_17957,2994,Computers in Biology and Medicine,journal,"00104825, 18790534","1,222",Q1,113,1121,1519,67995,12865,1512,"8,88","60,66",United Kingdom,Western Europe,Elsevier Ltd.,1970-2022,Computer Science Applications (Q1); Health Informatics (Q1),Computer Science; Medicine,http://www.elsevier.com/wps/find/journaldescription.cws_home/351/description#description
2995_home,8,705,713,0.011220196353436185,2995,sjr_21100216569,2995,Frontiers in Psychiatry,journal,16640640,"1,222",Q1,96,3113,4965,182000,23812,4798,"4,52","58,46",Switzerland,Western Europe,Frontiers Media S.A.,2010-2022,Psychiatry and Mental Health (Q1),Medicine,https://www.frontiersin.org/journals/psychiatry
2996_home,3,36,39,0.07692307692307693,2996,sjr_17295,2996,IEEE Microwave and Wireless Components Letters,journal,15311309,"1,222",Q1,130,462,892,6436,3200,888,"3,42","13,93",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1999-2022,Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1),Engineering; Physics and Astronomy,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7260
2997_home,6,77,83,0.07228915662650602,2997,sjr_17700156740,2997,Journal of Diversity in Higher Education,journal,19388926,"1,222",Q1,45,119,161,7763,620,160,"3,28","65,24",United States,Northern America,American Psychological Association,2008-2022,Education (Q1),Social Sciences,https://www.apa.org/pubs/journals/dhe/
2998_home,2,85,87,0.022988505747126436,2998,sjr_17712,2998,Qualitative Health Research,journal,"15527557, 10497323","1,222",Q1,130,158,556,9044,2255,542,"3,69","57,24",United States,Northern America,SAGE Publications Inc.,1991-2022,"Public Health, Environmental and Occupational Health (Q1)",Medicine,https://journals.sagepub.com/home/qhr
2999_home,7,367,374,0.01871657754010695,2999,sjr_21100317203,2999,Cilia,journal,20462530,"1,221",Q2,30,0,2,0,9,2,"0,00","0,00",United Kingdom,Western Europe,BioMed Central Ltd.,2012-2019,Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology",https://ciliajournal.biomedcentral.com/
299_home,2,85,87,0.022988505747126436,299,sjr_20246,299,Journal of Labor Economics,journal,"0734306X, 15375307","4,727",Q1,123,41,132,1954,514,130,"3,59","47,66",United States,Northern America,University of Chicago,"1985-1989, 1991, 1993, 1995-2022",Economics and Econometrics (Q1); Industrial Relations (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",https://www.journals.uchicago.edu/toc/jole/current
29_home,2,965,967,0.002068252326783868,29,sjr_17700156734,29,Nature Reviews Clinical Oncology,journal,"17594782, 17594774","14,809",Q1,198,131,442,8155,9474,201,"24,11","62,25",United Kingdom,Western Europe,Nature Publishing Group,2009-2022,Oncology (Q1),Medicine,https://www.nature.com/nrclinonc/
2_home,123,11180,11303,0.010882066707953641,2,sjr_29431,2,Quarterly Journal of Economics,journal,"00335533, 15314650","36,730",Q1,292,36,122,2398,2141,122,"14,83","66,61",United Kingdom,Western Europe,Oxford University Press,1886-2022,Economics and Econometrics (Q1),"Economics, Econometrics and Finance",https://academic.oup.com/qje
3000_home,6,549,555,0.010810810810810811,3000,sjr_23135,3000,Current Hypertension Reports,journal,"15226417, 15343111","1,221",Q1,84,65,246,5417,1260,241,"5,44","83,34",United States,Northern America,Current Medicine Group,1999-2022,Internal Medicine (Q1),Medicine,https://www.springer.com/journal/11906
3001_home,7,538,545,0.012844036697247707,3001,sjr_21100900344,3001,Geoenvironmental Disasters,journal,21978670,"1,221",Q1,26,27,83,1036,461,78,"5,31","38,37",United Kingdom,Western Europe,SpringerOpen,2014-2022,"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Geotechnical Engineering and Engineering Geology (Q1); Management, Monitoring, Policy and Law (Q1); Safety, Risk, Reliability and Quality (Q1)",Earth and Planetary Sciences; Engineering; Environmental Science; Social Sciences,https://geoenvironmental-disasters.springeropen.com/
3002_home,3,36,39,0.07692307692307693,3002,sjr_26023,3002,IEEE Journal of Selected Topics in Quantum Electronics,journal,"1077260X, 15584542","1,221",Q1,170,156,587,6338,2668,571,"4,39","40,63",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1995-2023,"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1)",Engineering; Physics and Astronomy,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=2944
3004_home,58,954,1012,0.05731225296442688,3004,sjr_18069,3004,Neurosurgery,journal,"15244040, 0148396X","1,221",Q1,215,422,1839,32,4525,996,"2,41","0,08",United States,Northern America,Wolters Kluwer Medknow Publications,1977-2022,Neurology (clinical) (Q1); Surgery (Q1),Medicine,https://academic.oup.com/neurosurgery
3005_home,4,539,543,0.007366482504604052,3005,sjr_29071,3005,Gerontology,journal,"14230003, 0304324X","1,220",Q1,107,155,238,6364,1181,222,"3,84","41,06",Switzerland,Western Europe,S. Karger AG,1957-2022,Geriatrics and Gerontology (Q1); Aging (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.karger.com/Journal/Home/224091
3007_home,32,178,210,0.1523809523809524,3007,sjr_21100256974,3007,Philosophers Imprint,journal,1533628X,"1,220",Q1,25,24,123,1530,213,113,"1,48","63,75",United States,Northern America,University of Michigan Press,2012-2022,Philosophy (Q1),Arts and Humanities,https://www.philosophersimprint.org/
3008_home,2,85,87,0.022988505747126436,3008,sjr_21676,3008,American Journal of Bioethics,journal,"15265161, 15360075","1,219",Q1,69,313,1037,4547,1214,159,"1,15","14,53",United Kingdom,Western Europe,Taylor and Francis Ltd.,2001-2022,"Health Policy (Q1); Issues, Ethics and Legal Aspects (Q1)",Medicine; Nursing,https://www.tandfonline.com/toc/uajb20/current
3009_home,2,85,87,0.022988505747126436,3009,sjr_22009,3009,Corporate Governance: An International Review,journal,"09648410, 14678683","1,219",Q1,99,56,80,4261,387,76,"5,17","76,09",United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1993-2022,"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)","Business, Management and Accounting",https://onlinelibrary.wiley.com/journal/14678683
300_home,6,674,680,0.008823529411764706,300,sjr_21101101212,300,AI Open,journal,26666510,"4,726",Q1,10,20,26,1425,803,24,"30,88","71,25",China,Asiatic Region,KeAi Communications Co.,2020-2022,Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1),Computer Science,https://www.keaipublishing.com/en/journals/ai-open/
3010_home,1,327,328,0.003048780487804878,3010,sjr_21100199107,3010,Education Finance and Policy,journal,"15573079, 15573060","1,219",Q1,31,31,72,1301,144,68,"1,73","41,97",United States,Northern America,MIT Press Journals,2011-2022,Education (Q1),Social Sciences,https://www.mitpressjournals.org/loi/edfp
3011_home,2,85,87,0.022988505747126436,3011,sjr_6800153101,3011,Expert Opinion on Drug Discovery,journal,"1746045X, 17460441","1,219",Q1,77,110,348,10847,2126,278,"5,57","98,61",United Kingdom,Western Europe,Informa Healthcare,2006-2022,Drug Discovery (Q1),"Pharmacology, Toxicology and Pharmaceutics",https://www.tandfonline.com/loi/iedc20
3012_home,5,989,994,0.005030181086519115,3012,sjr_19170,3012,Industrial Management and Data Systems,journal,02635577,"1,219",Q1,117,128,338,9406,2312,332,"6,42","73,48",United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1980-2022,Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Industrial Relations (Q1); Management Information Systems (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Computer Science; Engineering",https://www.emerald.com/insight/publication/issn/0263-5577
3013_home,26,634,660,0.03939393939393939,3013,sjr_21078,3013,Journal of Sport Management,journal,"1543270X, 08884773","1,219",Q1,78,52,129,3742,560,128,"4,01","71,96",United States,Northern America,Human Kinetics Publishers Inc.,1996-2022,"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)","Business, Management and Accounting; Decision Sciences; Health Professions; Medicine",https://journals.humankinetics.com/view/journals/jsm/jsm-overview.xml
3014_home,4,117,121,0.03305785123966942,3014,sjr_4100151501,3014,Surgery for Obesity and Related Diseases,journal,15507289,"1,219",Q1,99,255,1081,6590,2449,738,"2,07","25,84",United States,Northern America,Elsevier Inc.,2005-2022,Surgery (Q1),Medicine,https://www.journals.elsevier.com/surgery-for-obesity-and-related-diseases
3015_home,4,117,121,0.03305785123966942,3015,sjr_31405,3015,Journal of Archaeological Science,journal,"03054403, 10959238","1,218",Q1,144,99,396,7392,1202,385,"2,87","74,67",United States,Northern America,Academic Press Inc.,1974-2022,Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1),Arts and Humanities; Social Sciences,https://www.journals.elsevier.com/journal-of-archaeological-science/
3016_home,2,705,707,0.002828854314002829,3016,sjr_27242,3016,Laboratory Investigation,journal,"15300307, 00236837","1,218",Q1,161,167,509,6148,2220,492,"4,07","36,81",United Kingdom,Western Europe,Nature Publishing Group,1952-2022,Pathology and Forensic Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.nature.com/labinvest/
3017_home,9,1208,1217,0.007395234182415777,3017,sjr_68935,3017,Nutrition Research Reviews,journal,"09544224, 14752700","1,218",Q1,95,36,72,4939,483,71,"6,43","137,19",United Kingdom,Western Europe,Cambridge University Press,1988-2022,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1),Medicine; Nursing,https://www.cambridge.org/core/journals/nutrition-research-reviews
3018_home,6,512,518,0.011583011583011582,3018,sjr_19400158571,3018,Race and Social Problems,journal,"18671748, 18671756","1,218",Q1,33,48,80,3749,295,79,"3,41","78,10",Germany,Western Europe,Springer Verlag,2009-2022,Anthropology (Q1); Sociology and Political Science (Q1),Social Sciences,https://www.springer.com/journal/12552
3019_home,2,85,87,0.022988505747126436,3019,sjr_5100154503,3019,Road Materials and Pavement Design,journal,"14680629, 21647402","1,218",Q1,58,245,515,11209,2460,510,"4,67","45,75",United Kingdom,Western Europe,Taylor and Francis Ltd.,2000-2022,Civil and Structural Engineering (Q1),Engineering,https://www.tandfonline.com/loi/trmp20
301_home,15,1835,1850,0.008108108108108109,301,sjr_18458,301,European Respiratory Journal,journal,"09031936, 13993003","4,722",Q1,267,494,1820,14532,16112,1020,"8,66","29,42",Switzerland,Western Europe,European Respiratory Society,1988-2022,Medicine (miscellaneous) (Q1); Pulmonary and Respiratory Medicine (Q1),Medicine,https://erj.ersjournals.com/
3020_home,2,85,87,0.022988505747126436,3020,sjr_18357,3020,Medical Teacher,journal,"0142159X, 1466187X","1,217",Q1,131,326,957,8754,2990,632,"3,04","26,85",United Kingdom,Western Europe,Informa Healthcare,1979-2022,Education (Q1); Medicine (miscellaneous) (Q1),Medicine; Social Sciences,https://www.tandfonline.com/toc/imte20/current
3021_home,2,85,87,0.022988505747126436,3021,sjr_14859,3021,Biophysical Journal,journal,"15420086, 00063495","1,216",Q1,286,455,1462,26289,4505,1399,"3,04","57,78",United States,Northern America,Cell Press,1960-2022,Biophysics (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.cell.com/biophysj/home
3023_home,3,244,247,0.012145748987854251,3023,sjr_55826,3023,"International Conference on Information and Knowledge Management, Proceedings",conference and proceedings,-,"1,214",-,134,0,394,0,2290,391,"0,00","0,00",United States,Northern America,Association for Computing Machinery (ACM),1995-2019,"Business, Management and Accounting (miscellaneous); Decision Sciences (miscellaneous)","Business, Management and Accounting; Decision Sciences",http://www.cikmconference.org/
3024_home,2,85,87,0.022988505747126436,3024,sjr_17180,3024,Animal Conservation,journal,"13679430, 14691795","1,213",Q1,94,110,252,7723,835,213,"3,51","70,21",United States,Northern America,Wiley-Blackwell,1998-2022,Ecology (Q1); Nature and Landscape Conservation (Q1),Environmental Science,https://zslpublications.onlinelibrary.wiley.com/journal/14691795
3025_home,11,596,607,0.018121911037891267,3025,sjr_16711,3025,Annals of Botany,journal,"03057364, 10958290","1,213",Q1,195,150,580,6502,2510,530,"3,89","43,35",United Kingdom,Western Europe,Oxford University Press,1887-2022,Plant Science (Q1),Agricultural and Biological Sciences,https://academic.oup.com/aob
3026_home,304,11437,11741,0.025892172728047013,3026,sjr_130087,3026,Annual Review of Applied Linguistics,book series,02671905,"1,213",Q1,58,19,32,405,163,32,"4,44","21,32",United Kingdom,Western Europe,Cambridge University Press,2005-2022,Linguistics and Language (Q1); Psychology (miscellaneous) (Q1),Psychology; Social Sciences,https://www.cambridge.org/core/journals/annual-review-of-applied-linguistics
3027_home,4,117,121,0.03305785123966942,3027,sjr_24161,3027,Computer Vision and Image Understanding,journal,"10773142, 1090235X","1,213",Q1,147,107,273,6568,1765,271,"5,21","61,38",United States,Northern America,Academic Press Inc.,1993-2022,Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1),Computer Science,https://www.sciencedirect.com/journal/computer-vision-and-image-understanding
3028_home,4,117,121,0.03305785123966942,3028,sjr_21100862198,3028,EURO Journal on Transportation and Logistics,journal,"21924384, 21924376","1,213",Q1,26,26,71,1078,193,66,"2,24","41,46",Netherlands,Western Europe,Elsevier BV,2013-2022,Management Science and Operations Research (Q1); Modeling and Simulation (Q1); Transportation (Q1),Decision Sciences; Mathematics; Social Sciences,https://www.sciencedirect.com/journal/euro-journal-on-transportation-and-logistics
3029_home,2,571,573,0.0034904013961605585,3029,sjr_19700182347,3029,Issues in Ecology,book series,10928987,"1,213",Q1,7,0,3,0,17,3,"1,50","0,00",United States,Northern America,Ecological Society of America,"2010-2013, 2015-2016, 2019-2021",Ecology (Q1); Global and Planetary Change (Q1); Pollution (Q1),Environmental Science,https://www.esa.org/publications/issues/
302_home,2,85,87,0.022988505747126436,302,sjr_21365,302,Trends in Immunology,journal,"14714906, 14714981","4,689",Q1,245,110,332,7238,4122,316,"11,50","65,80",United Kingdom,Western Europe,Elsevier Ltd.,"1987-1990, 1993-1994, 2001-2022",Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://www.cell.com/trends/immunology/home
3030_home,6,523,529,0.011342155009451797,3030,sjr_20377,3030,Journal of Quantitative Criminology,journal,"07484518, 15737799","1,213",Q1,90,62,116,4623,533,113,"4,19","74,56",United States,Northern America,Springer New York,1985-2022,Law (Q1); Pathology and Forensic Medicine (Q1),Medicine; Social Sciences,https://www.springer.com/journal/10940
3031_home,115,638,753,0.15272244355909695,3031,sjr_21100464918,3031,NeoBiota,journal,"16190033, 13142488","1,213",Q1,30,72,213,5649,1042,211,"5,14","78,46",Bulgaria,Eastern Europe,Pensoft Publishers,2015-2022,"Animal Science and Zoology (Q1); Aquatic Science (Q1); Ecological Modeling (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1); Plant Science (Q1)",Agricultural and Biological Sciences; Environmental Science,https://neobiota.pensoft.net/
3032_home,4,117,121,0.03305785123966942,3032,sjr_14900,3032,Clinical Neurophysiology,journal,"13882457, 18728952","1,212",Q1,200,274,1063,13548,3820,787,"3,60","49,45",Ireland,Western Europe,Elsevier Ireland Ltd,1999-2022,Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Sensory Systems (Q1),Medicine; Neuroscience,https://www.journals.elsevier.com/clinical-neurophysiology
3033_home,4,117,121,0.03305785123966942,3033,sjr_26529,3033,Fuzzy Sets and Systems,journal,01650114,"1,212",Q1,180,340,626,12857,2782,617,"4,37","37,81",Netherlands,Western Europe,Elsevier,1978-2022,Artificial Intelligence (Q1); Logic (Q1),Computer Science; Mathematics,https://www.journals.elsevier.com/fuzzy-sets-and-systems
3034_home,6,502,508,0.011811023622047244,3034,sjr_14200154735,3034,"Educational Assessment, Evaluation and Accountability",journal,"18748597, 18748600","1,211",Q1,37,29,75,1797,290,62,"4,45","61,97",Netherlands,Western Europe,Springer Netherlands,2009-2022,Education (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Social Sciences",https://www.springer.com/journal/11092
3035_home,9,695,704,0.01278409090909091,3035,sjr_21100199831,3035,Frontiers in Aging Neuroscience,journal,16634365,"1,211",Q2,105,1573,1797,107342,9188,1762,"4,53","68,24",Switzerland,Western Europe,Frontiers Media S.A.,2009-2022,Aging (Q2); Cognitive Neuroscience (Q2),"Biochemistry, Genetics and Molecular Biology; Neuroscience",https://www.frontiersin.org/journals/aging-neuroscience
3036_home,2,85,87,0.022988505747126436,3036,sjr_21431,3036,Indoor Air,journal,"09056947, 16000668","1,211",Q1,116,242,372,14929,2372,352,"6,45","61,69",Denmark,Western Europe,Blackwell Munksgaard,1991-2022,"Building and Construction (Q1); Environmental Engineering (Q1); Public Health, Environmental and Occupational Health (Q1)",Engineering; Environmental Science; Medicine,https://onlinelibrary.wiley.com/journal/16000668
3037_home,47,704,751,0.06258322237017311,3037,sjr_21100229202,3037,Journal of Materials Chemistry B,journal,"2050750X, 20507518","1,211",Q1,128,878,2454,61000,17818,2445,"7,22","69,48",United Kingdom,Western Europe,Royal Society of Chemistry,2013-2022,Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1),Chemistry; Engineering; Materials Science; Medicine,https://www.rsc.org/journals-books-databases/about-journals/journal-of-materials-chemistry-b/
3038_home,3,36,39,0.07692307692307693,3038,sjr_26104,3038,Proceedings - International Conference on Distributed Computing Systems,conference and proceedings,10636927,"1,211",-,96,147,503,4356,1601,496,"1,94","29,63",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,"1982, 1984, 1986-2021",Computer Networks and Communications; Hardware and Architecture; Software,Computer Science,https://ieeexplore.ieee.org/xpl/conhome/1000213/all-proceedings
3039_home,15,1879,1894,0.00791974656810982,3039,sjr_15773,3039,ACM Transactions on Internet Technology,journal,"15576051, 15335399","1,210",Q1,63,70,210,3429,1044,202,"5,15","48,99",United States,Northern America,Association for Computing Machinery (ACM),2001-2022,Computer Networks and Communications (Q1),Computer Science,https://dl.acm.org/journal/toit
303_home,2,85,87,0.022988505747126436,303,sjr_21100390174,303,Annual Review of Virology,journal,"23270578, 2327056X","4,654",Q1,59,27,90,3422,1051,83,"10,36","126,74",United States,Northern America,Annual Reviews Inc.,2014-2022,Virology (Q1),Immunology and Microbiology,https://www.annualreviews.org/journal/virology
3040_home,2,85,87,0.022988505747126436,3040,sjr_12852,3040,Clinical Psychology and Psychotherapy,journal,"10633995, 10990879","1,209",Q1,86,174,271,11713,1153,270,"4,43","67,32",United Kingdom,Western Europe,John Wiley and Sons Ltd,1993-2022,Clinical Psychology (Q1); Medicine (miscellaneous) (Q1),Medicine; Psychology,https://onlinelibrary.wiley.com/journal/10990879
3041_home,6,689,695,0.008633093525179856,3041,sjr_21100791247,3041,Crop Journal,journal,"20955421, 22145141","1,209",Q1,46,216,317,12693,2059,312,"6,68","58,76",China,Asiatic Region,Institute of Crop Sciences (ICS),"1970, 2013-2022",Agronomy and Crop Science (Q1); Plant Science (Q1),Agricultural and Biological Sciences,http://www.keaipublishing.com/en/journals/the-crop-journal/
3042_home,4,117,121,0.03305785123966942,3042,sjr_26445,3042,European Journal of Combinatorics,journal,"10959971, 01956698","1,209",Q1,53,116,407,2426,424,405,"1,06","20,91",United States,Northern America,Academic Press Inc.,1980-2023,Computational Theory and Mathematics (Q1); Discrete Mathematics and Combinatorics (Q1); Geometry and Topology (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,https://www.journals.elsevier.com/european-journal-of-combinatorics
3043_home,2,85,87,0.022988505747126436,3043,sjr_27955,3043,Fortschritte der Physik,journal,"15213978, 00158208","1,209",Q1,68,46,160,3445,651,156,"3,58","74,89",Germany,Western Europe,Wiley-VCH Verlag,1953-2022,Physics and Astronomy (miscellaneous) (Q1),Physics and Astronomy,https://onlinelibrary.wiley.com/journal/15213978
3044_home,2,76,78,0.02564102564102564,3044,sjr_5700162364,3044,Journal of European Integration,journal,"07036337, 14772280","1,209",Q1,51,80,196,4228,660,195,"3,68","52,85",United Kingdom,Western Europe,Routledge,"1970, 1977-2022",Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences,https://www.tandfonline.com/toc/geui20/current
3045_home,6,568,574,0.010452961672473868,3045,sjr_86245,3045,Precision Agriculture,journal,"15731618, 13852256","1,209",Q1,79,117,236,6209,1777,234,"7,32","53,07",Netherlands,Western Europe,Springer Netherlands,1999-2022,Agricultural and Biological Sciences (miscellaneous) (Q1),Agricultural and Biological Sciences,https://www.springer.com/journal/11119
3046_home,6,556,562,0.010676156583629894,3046,sjr_21100979265,3046,Railway Engineering Science,journal,"26624753, 26624745","1,209",Q1,29,29,81,1689,557,79,"7,58","58,24",Switzerland,Western Europe,Springer Nature Switzerland AG,2020-2022,Computational Mechanics (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Mechanical Engineering (Q1); Transportation (Q1),Computer Science; Engineering; Social Sciences,https://www.springer.com/journal/40534
3047_home,16,238,254,0.06299212598425197,3047,sjr_21101040699,3047,Tunisian Journal of Mathematics,journal,"25767666, 25767658","1,209",Q1,8,18,67,567,53,66,"0,73","31,50",United States,Northern America,Mathematical Sciences Publishers,2019-2022,Mathematics (miscellaneous) (Q1),Mathematics,https://msp.org/tunis/about/journal/about.html
3048_home,2,85,87,0.022988505747126436,3048,sjr_5700161756,3048,Anthropological Theory,journal,14634996,"1,208",Q1,59,34,66,2672,166,65,"1,73","78,59",United Kingdom,Western Europe,SAGE Publications Ltd,2001-2022,Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1),Arts and Humanities; Social Sciences,https://journals.sagepub.com/home/ant
304_home,2,85,87,0.022988505747126436,304,sjr_22330,304,Organizational Research Methods,journal,"15527425, 10944281","4,626",Q1,130,45,105,3892,1033,101,"7,97","86,49",United States,Northern America,SAGE Publications Inc.,1998-2022,Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences",https://journals.sagepub.com/home/orm
3050_home,6,593,599,0.01001669449081803,3050,sjr_28459,3050,Computational Optimization and Applications,journal,"15732894, 09266003","1,208",Q1,85,97,279,3767,639,277,"2,19","38,84",Netherlands,Western Europe,Springer Netherlands,1992-2022,Applied Mathematics (Q1); Computational Mathematics (Q1); Control and Optimization (Q1),Mathematics,https://www.springer.com/journal/10589
3051_home,4,117,121,0.03305785123966942,3051,sjr_26979,3051,Geomorphology,journal,"0169555X, 1872695X","1,207",Q1,184,313,1088,26402,4779,1064,"4,29","84,35",Netherlands,Western Europe,Elsevier,"1984, 1987-2022",Earth-Surface Processes (Q1),Earth and Planetary Sciences,https://www.journals.elsevier.com/geomorphology
3052_home,2,76,78,0.02564102564102564,3052,sjr_10900153323,3052,Georisk,journal,"17499518, 17499526","1,207",Q1,34,75,80,3786,340,71,"5,05","50,48",United Kingdom,Western Europe,Taylor and Francis Ltd.,2007-2022,"Building and Construction (Q1); Civil and Structural Engineering (Q1); Geology (Q1); Geotechnical Engineering and Engineering Geology (Q1); Safety, Risk, Reliability and Quality (Q1)",Earth and Planetary Sciences; Engineering,https://www.tandfonline.com/toc/ngrk20/current
3053_home,4,693,697,0.005738880918220947,3053,sjr_23648,3053,Health Technology Assessment,journal,"20464924, 13665278","1,207",Q1,138,51,225,5936,858,225,"3,28","116,39",United Kingdom,Western Europe,National Co-ordinating Centre for HTA,1994-2022,Health Policy (Q1); Medicine (miscellaneous) (Q1),Medicine,https://www.journalslibrary.nihr.ac.uk/HTA/#/
3054_home,4,117,121,0.03305785123966942,3054,sjr_110486,3054,Journal of Wind Engineering and Industrial Aerodynamics,journal,01676105,"1,207",Q1,124,309,831,14426,4523,822,"5,04","46,69",Netherlands,Western Europe,Elsevier,"1975, 1977-2022","Civil and Structural Engineering (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Engineering,https://www.journals.elsevier.com/journal-of-wind-engineering-and-industrial-aerodynamics
3055_home,4,117,121,0.03305785123966942,3055,sjr_20473,3055,Life Sciences,journal,"18790631, 00243205","1,207",Q1,182,810,3388,61723,21163,3382,"6,27","76,20",United States,Northern America,Elsevier Inc.,1962-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.journals.elsevier.com/life-sciences
3056_home,3,9,12,0.25,3056,sjr_19700175100,3056,American Health and Drug Benefits,journal,"19422962, 19422970","1,206",Q1,35,13,78,420,165,45,"0,98","32,31",United States,Northern America,"Engage Healthcare Communications, Inc.",2009-2022,Health Policy (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Medicine",http://www.ahdbonline.com/
3057_home,49,336,385,0.12727272727272726,3057,sjr_24483,3057,Journal of the London Mathematical Society,journal,"00246107, 14697750","1,206",Q1,62,164,316,5894,345,316,"1,10","35,94",United Kingdom,Western Europe,John Wiley and Sons Ltd,"1926-1969, 1972-1978, 1980-2022",Mathematics (miscellaneous) (Q1),Mathematics,https://www.lms.ac.uk/publications/jlms
