Title,"If filter ""v"", otherwise empty",Checked,Areas,Clean Up Areas (filter out unused Categories),URL
International Journal of Educational Technology in Higher Education,v,TRUE,Computer Science; Social Sciences,,https://educationaltechnologyjournal.springeropen.com/
International Journal of Electrical Power and Energy Systems,v,TRUE,Energy; Engineering,,https://www.journals.elsevier.com/international-journal-of-electrical-power-and-energy-systems
International Journal of Engineering Science,v,TRUE,Engineering; Materials Science,,https://www.journals.elsevier.com/international-journal-of-engineering-science
International Journal of Entrepreneurial Behaviour and Research,v,TRUE,"Business, Management and Accounting",,https://www.emerald.com/insight/publication/issn/1355-2554
International Journal of Epidemiology,,TRUE,Medicine,,https://academic.oup.com/ije
International Journal of Extreme Manufacturing,v,TRUE,Engineering,,https://iopscience.iop.org/journal/2631-7990
International Journal of Fatigue,v,TRUE,Engineering; Materials Science; Mathematics,,https://www.journals.elsevier.com/international-journal-of-fatigue
International Journal of Food Microbiology,,TRUE,Agricultural and Biological Sciences; Engineering; Immunology and Microbiology; Medicine,,https://www.journals.elsevier.com/international-journal-of-food-microbiology
International Journal of Greenhouse Gas Control,v,TRUE,Energy; Engineering; Environmental Science,,https://www.journals.elsevier.com/international-journal-of-greenhouse-gas-control
International Journal of Gynecological Cancer,,TRUE,Medicine,,https://ijgc.bmj.com/
International Journal of Health Geographics,,TRUE,"Business, Management and Accounting; Computer Science; Medicine",,https://ij-healthgeographics.biomedcentral.com/
International Journal of Health Policy and Management,,TRUE,Environmental Science; Health Professions; Medicine; Nursing; Social Sciences,,http://www.ijhpm.com/
International Journal of Heat and Mass Transfer,v,TRUE,Chemical Engineering; Engineering; Physics and Astronomy,,https://www.journals.elsevier.com/international-journal-of-heat-and-mass-transfer
International Journal of Hospitality Management,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/international-journal-of-hospitality-management
International Journal of Human Computer Studies,v,TRUE,Computer Science; Engineering; Social Sciences,,https://www.journals.elsevier.com/international-journal-of-human-computer-studies
International Journal of Hydrogen Energy,v,TRUE,Energy; Physics and Astronomy,,https://www.journals.elsevier.com/international-journal-of-hydrogen-energy
International Journal of Hygiene and Environmental Health,,TRUE,Medicine,,https://www.journals.elsevier.com/international-journal-of-hygiene-and-environmental-health
International Journal of Impact Engineering,v,TRUE,Engineering,,https://www.journals.elsevier.com/international-journal-of-impact-engineering
International Journal of Industrial Organization,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance; Engineering",,https://www.journals.elsevier.com/international-journal-of-industrial-organization/
International Journal of Infectious Diseases,,TRUE,Medicine,,https://www.journals.elsevier.com/international-journal-of-infectious-diseases
International Journal of Information Management,v,TRUE,"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences",,https://www.journals.elsevier.com/international-journal-of-information-management/
International Journal of Information Management Data Insights,v,TRUE,"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Social Sciences",,https://www.sciencedirect.com/journal/international-journal-of-information-management-data-insights
International Journal of Learner Corpus Research,v,TRUE,Social Sciences,,https://benjamins.com/catalog/ijlcr
International Journal of Life Cycle Assessment,v,TRUE,Environmental Science,,https://www.springer.com/journal/11367
International Journal of Logistics Management,v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJLM
International Journal of Machine Learning and Cybernetics,v,TRUE,Computer Science,,https://www.springer.com/journal/13042
International Journal of Machine Tools and Manufacture,v,TRUE,Engineering,,https://www.journals.elsevier.com/international-journal-of-machine-tools-and-manufacture/
International Journal of Management Education,v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.journals.elsevier.com/the-international-journal-of-management-education
International Journal of Mechanical Sciences,v,TRUE,Engineering; Materials Science; Mathematics; Physics and Astronomy,,https://www.sciencedirect.com/journal/international-journal-of-mechanical-sciences
International Journal of Medical Informatics,,TRUE,Medicine,,https://www.journals.elsevier.com/international-journal-of-medical-informatics
International Journal of Mental Health and Addiction,,TRUE,Medicine,,https://www.springer.com/journal/11469
International Journal of Mental Health Systems,,TRUE,Medicine,,https://ijmhs.biomedcentral.com/
International Journal of Mining Science and Technology,v,TRUE,Earth and Planetary Sciences; Energy,,https://www.journals.elsevier.com/international-journal-of-mining-science-and-technology
International Journal of Molecular Medicine,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.spandidos-publications.com/ijmm
International Journal of Molecular Sciences,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Computer Science; Medicine",,https://www.mdpi.com/journal/ijms
International Journal of Multiphase Flow,v,TRUE,Chemical Engineering; Engineering; Physics and Astronomy,,https://www.sciencedirect.com/journal/international-journal-of-multiphase-flow
International Journal of Nanomedicine,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.dovepress.com/international-journal-of-nanomedicine-journal
International Journal of Neuropsychopharmacology,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://academic.oup.com/ijnp
International Journal of Nursing Studies,,TRUE,Nursing,,https://www.journals.elsevier.com/international-journal-of-nursing-studies
International Journal of Obesity,,TRUE,Medicine; Nursing,,https://www.nature.com/ijo/
International Journal of Oncology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.spandidos-publications.com/ijo
International Journal of Operations and Production Management,v,TRUE,"Business, Management and Accounting; Decision Sciences",,https://www.emeraldgrouppublishing.com/journal/ijopm?id=ijopm
International journal of oral science,,TRUE,Dentistry,,https://www.nature.com/ijos/
International Journal of Physical Distribution and Logistics Management,v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.emerald.com/insight/publication/issn/0960-0035
International Journal of Plasticity,v,TRUE,Engineering; Materials Science,,https://www.journals.elsevier.com/international-journal-of-plasticity
International Journal of Production Economics,v,TRUE,"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Engineering",,https://www.journals.elsevier.com/international-journal-of-production-economics
International Journal of Project Management,v,TRUE,"Business, Management and Accounting; Environmental Science",,https://www.journals.elsevier.com/international-journal-of-project-management
International Journal of Public Health,,TRUE,Medicine; Social Sciences,,https://www.ssph-journal.org/journals/international-journal-of-public-health
International Journal of Public Opinion Research,v,TRUE,Social Sciences,,https://academic.oup.com/ijpor
International Journal of Refrigeration,v,TRUE,Engineering,,https://www.journals.elsevier.com/international-journal-of-refrigeration
International Journal of Research in Marketing,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/international-journal-of-research-in-marketing
International Journal of Research in Undergraduate Mathematics Education,v,TRUE,Mathematics; Social Sciences,,https://www.springer.com/journal/40753
International Journal of Retail and Distribution Management,v,TRUE,"Business, Management and Accounting",,https://www.emeraldgrouppublishing.com/journal/ijrdm
International Journal of Rock Mechanics and Minings Sciences,v,TRUE,Earth and Planetary Sciences,,https://www.journals.elsevier.com/international-journal-of-rock-mechanics-and-mining-sciences
International Journal of Science and Mathematics Education,v,TRUE,Mathematics; Social Sciences,,https://www.springer.com/journal/10763
International Journal of Social Robotics,,TRUE,Arts and Humanities; Computer Science; Engineering; Psychology,,https://www.springer.com/journal/12369
International Journal of Solids and Structures,v,TRUE,Engineering; Materials Science; Mathematics; Physics and Astronomy,,https://www.journals.elsevier.com/international-journal-of-solids-and-structures
International Journal of Sports Medicine,,TRUE,Health Professions; Medicine,,http://www.thieme.de/fz/sportsmed/index.html
International Journal of Sports Physiology and Performance,,TRUE,Health Professions; Medicine,,https://journals.humankinetics.com/view/journals/ijspp/ijspp-overview.xml
International Journal of STEM Education,v,TRUE,Social Sciences,,https://stemeducationjournal.springeropen.com/
International Journal of Surgery,,TRUE,Medicine,,https://www.journals.elsevier.com/international-journal-of-surgery
International Journal of Thermal Sciences,v,TRUE,Engineering; Physics and Astronomy,,https://www.sciencedirect.com/journal/international-journal-of-thermal-sciences
International Journal of Thermofluids,v,TRUE,Chemical Engineering; Engineering; Physics and Astronomy,,https://www.sciencedirect.com/journal/international-journal-of-thermofluids
International Journal of Tuberculosis and Lung Disease,,TRUE,Medicine,,https://www.theunion.org/what-we-do/journals/ijtld
International Journal of Wellbeing,,TRUE,"Economics, Econometrics and Finance; Psychology",,https://www.internationaljournalofwellbeing.org/index.php/ijow
International Marketing Review,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IMR
International Organization,v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.cambridge.org/core/journals/international-organization
International Orthopaedics,,TRUE,Medicine,,https://www.springer.com/journal/264
International Review of Cell and Molecular Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/bookseries/international-review-of-cell-and-molecular-biology
International Review of Financial Analysis,v,TRUE,"Economics, Econometrics and Finance",,https://www.sciencedirect.com/journal/international-review-of-financial-analysis
International Review of Social Psychology,,TRUE,Psychology,,https://www.rips-irsp.com/
International Security,v,TRUE,Social Sciences,,https://www.mitpressjournals.org/is
International Soil and Water Conservation Research,,TRUE,Agricultural and Biological Sciences; Environmental Science,,http://www.keaipublishing.com/en/journals/international-soil-and-water-conservation-research/
International Studies Quarterly,v,TRUE,Social Sciences,,https://academic.oup.com/isq
International Studies Review,v,TRUE,Social Sciences,,https://academic.oup.com/isr
Internet and Higher Education,v,TRUE,Computer Science; Social Sciences,,https://www.journals.elsevier.com/the-internet-and-higher-education
Internet Interventions,,TRUE,Medicine,,https://www.journals.elsevier.com/internet-interventions
Internet Mathematics,v,TRUE,Mathematics,,https://www.internetmathematicsjournal.com/
Internet of Things (Netherlands),v,TRUE,"Business, Management and Accounting; Computer Science; Engineering",,https://www.sciencedirect.com/journal/internet-of-things
Internet Policy Review,v,TRUE,Computer Science; Environmental Science; Social Sciences,,https://policyreview.info/
Internet Research,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.emerald.com/insight/publication/issn/1066-2243
Interpreting,v,TRUE,Social Sciences,,https://benjamins.com/catalog/intp
Intestinal Research,,TRUE,Medicine,,https://www.irjournal.org/
Inventiones Mathematicae,v,TRUE,Mathematics,,http://www.springer.com/mathematics/journal/222
Inverse Problems,v,TRUE,Computer Science; Mathematics,,https://iopscience.iop.org/journal/0266-5611
Investigational New Drugs,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.springer.com/journal/10637/
Investigative Ophthalmology and Visual Science,,TRUE,Medicine; Neuroscience,,https://iovs.arvojournals.org/
Investigative Radiology,,TRUE,Medicine,,https://journals.lww.com/investigativeradiology/pages/default.aspx
IPSJ Transactions on Computer Vision and Applications,v,TRUE,Computer Science,,https://ipsjcva.springeropen.com/
ISA Transactions,v,TRUE,Computer Science; Engineering; Mathematics; Physics and Astronomy,,https://www.journals.elsevier.com/isa-transactions
ISME Journal,,TRUE,Agricultural and Biological Sciences; Immunology and Microbiology,,https://www.nature.com/ismej/
ISPRS Journal of Photogrammetry and Remote Sensing,v,TRUE,Computer Science; Earth and Planetary Sciences; Engineering; Physics and Astronomy; Social Sciences,,https://www.journals.elsevier.com/isprs-journal-of-photogrammetry-and-remote-sensing
Israel Journal of Mathematics,v,TRUE,Mathematics,,https://www.springer.com/journal/11856
Issues in Ecology,v,TRUE,Environmental Science,,https://www.esa.org/publications/issues/
IUCrJ,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Physics and Astronomy",,https://journals.iucr.org/m/
JACC: CardioOncology,,TRUE,Medicine,,https://www.sciencedirect.com/journal/jacc-cardiooncology
JACC: Cardiovascular Imaging,,TRUE,Medicine,,https://www.journals.elsevier.com/jacc-cardiovascular-imaging/
JACC: Cardiovascular Interventions,,TRUE,Medicine,,https://www.journals.elsevier.com/jacc-cardiovascular-interventions
JACC: Heart Failure,,TRUE,Medicine,,https://www.journals.elsevier.com/jacc-heart-failure
Jahrbucher fur Nationalokonomie und Statistik,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",,https://www.degruyter.com/view/journals/jbnst/jbnst-overview.xml
Jahresbericht der Deutschen Mathematiker-Vereinigung,v,TRUE,Mathematics,,https://www.springer.com/journal/13291
JAMA - Journal of the American Medical Association,,TRUE,Medicine,,https://jamanetwork.com/journals/jama
JAMA Cardiology,,TRUE,Medicine,,https://jamanetwork.com/journals/jamacardiology
JAMA Dermatology,,TRUE,Medicine,,https://jamanetwork.com/journals/jamadermatology
JAMA Internal Medicine,,TRUE,Medicine,,https://jamanetwork.com/journals/jamainternalmedicine
JAMA network open,,TRUE,Medicine,,https://jamanetwork.com/journals/jamanetworkopen
JAMA Neurology,,TRUE,Medicine,,https://jamanetwork.com/journals/jamaneurology
JAMA Ophthalmology,,TRUE,Medicine,,https://jamanetwork.com/journals/jamaophthalmology
JAMA Otolaryngology - Head and Neck Surgery,,TRUE,Medicine,,https://jamanetwork.com/journals/jamaotolaryngology
JAMA Pediatrics,,TRUE,Medicine,,https://jamanetwork.com/journals/jamapediatrics
JAMA Psychiatry,,TRUE,Medicine,,https://jamanetwork.com/journals/jamapsychiatry
JAMA Surgery,,TRUE,Medicine,,https://jamanetwork.com/journals/jamasurgery
Japanese Journal of Mathematics,v,TRUE,Mathematics,,https://www.springer.com/journal/11537
JASSS,v,TRUE,Computer Science; Social Sciences,,http://jasss.soc.surrey.ac.uk/JASSS.html
JBI evidence implementation,,TRUE,Medicine,,https://journals.lww.com/ijebh/pages/default.aspx
JBJS Open Access,,TRUE,Medicine,,https://journals.lww.com/jbjsoa/pages/default.aspx
JCI insight,,TRUE,Medicine,,https://insight.jci.org/
JMIR Aging,,TRUE,Medicine; Nursing; Social Sciences,,https://aging.jmir.org/
JMIR Medical Informatics,,TRUE,Health Professions; Medicine,,https://medinform.jmir.org/
JMIR Mental Health,,TRUE,Medicine,,https://mental.jmir.org/
JMIR mHealth and uHealth,,TRUE,Medicine,,https://mhealth.jmir.org/
JMIR Public Health and Surveillance,,TRUE,Medicine,,https://publichealth.jmir.org/
JNCI Cancer Spectrum,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://academic.oup.com/jncics
Joint Bone Spine,,TRUE,Medicine,,https://www.journals.elsevier.com/joint-bone-spine
Journal d'Analyse Mathematique,v,TRUE,Mathematics,,https://www.springer.com/journal/11854
Journal de l'Ecole Polytechnique - Mathematiques,v,TRUE,Mathematics,,https://jep.math.cnrs.fr/index.php/JEP/
Journal des Mathematiques Pures et Appliquees,v,TRUE,Mathematics,,https://www.journals.elsevier.com/journal-de-mathematiques-pures-et-appliquees
Journal for ImmunoTherapy of Cancer,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://jitc.bmj.com/
Journal fur die Reine und Angewandte Mathematik,v,TRUE,Mathematics,,https://www.degruyter.com/view/journals/crll/crll-overview.xml
Journal of Accounting and Economics,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-accounting-and-economics
Journal of Accounting and Public Policy,v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.journals.elsevier.com/journal-of-accounting-and-public-policy
Journal of Accounting Literature,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/journal-of-accounting-literature
Journal of acquired immune deficiency syndromes (1999),,TRUE,Medicine,,https://journals.lww.com/jaids/pages/default.aspx
Journal of Addiction Medicine,,TRUE,Medicine,,https://journals.lww.com/journaladdictionmedicine/pages/default.aspx
Journal of Adolescence,,TRUE,Medicine; Psychology,,https://www.journals.elsevier.com/journal-of-adolescence
Journal of Adolescent Health,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-adolescent-health
Journal of Advanced Ceramics,v,TRUE,Materials Science,,https://www.springer.com/journal/40145
Journal of Advanced Research,,TRUE,Multidisciplinary,,https://www.journals.elsevier.com/journal-of-advanced-research
Journal of Advertising Research,v,TRUE,"Business, Management and Accounting; Social Sciences",,http://www.journalofadvertisingresearch.com/
Journal of Aerosol Science,v,TRUE,Chemical Engineering; Earth and Planetary Sciences; Engineering; Environmental Science; Materials Science,,https://www.journals.elsevier.com/journal-of-aerosol-science
Journal of Affective Disorders,,TRUE,Medicine; Psychology,,https://www.sciencedirect.com/journal/journal-of-affective-disorders
Journal of Air Transport Management,v,TRUE,"Business, Management and Accounting; Environmental Science; Social Sciences",,https://service.elsevier.com/app/home/supporthub/publishing/
Journal of Algebra,v,TRUE,Mathematics,,https://www.journals.elsevier.com/journal-of-algebra/
Journal of Algebraic Geometry,v,TRUE,Mathematics,,https://www.ams.org/publications/journals/journalsframework/jag
Journal of Alloys and Compounds,v,TRUE,Engineering; Materials Science,,https://www.journals.elsevier.com/journal-of-alloys-and-compounds
Journal of Alzheimer's Disease,,TRUE,Medicine; Neuroscience; Psychology,,https://www.j-alz.com/
Journal of Analytical and Applied Pyrolysis,v,TRUE,Chemistry; Energy,,https://www.journals.elsevier.com/journal-of-analytical-and-applied-pyrolysis
Journal of Animal Science and Biotechnology,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://jasbsci.biomedcentral.com/
Journal of Antimicrobial Chemotherapy,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://academic.oup.com/jac
Journal of Anxiety Disorders,,TRUE,Medicine; Psychology,,https://www.sciencedirect.com/journal/journal-of-anxiety-disorders
Journal of Applied and Computational Topology,v,TRUE,Mathematics,,https://www.springer.com/journal/41468
Journal of Applied Crystallography,,TRUE,"Biochemistry, Genetics and Molecular Biology",,http://journals.iucr.org/j/
Journal of Applied Developmental Psychology,,TRUE,Psychology,,https://www.journals.elsevier.com/journal-of-applied-developmental-psychology
Journal of Applied Meteorology and Climatology,v,TRUE,Earth and Planetary Sciences,,https://www.ametsoc.org/ams/index.cfm/publications/journals/journal-of-applied-meteorology-and-climatology/
Journal of Applied Research in Memory and Cognition,,TRUE,Psychology,,https://www.journals.elsevier.com/journal-of-applied-research-in-memory-and-cognition
Journal of Applied Sport Psychology,,TRUE,Health Professions; Psychology,,http://www.informaworld.com/smpp/title~content=t713768823~db=all
Journal of Archaeological Method and Theory,v,TRUE,Arts and Humanities; Social Sciences,,https://www.springer.com/journal/10816
Journal of Archaeological Research,v,TRUE,Arts and Humanities; Social Sciences,,http://www.springer.com/journal/10814/about
Journal of Archaeological Science,v,TRUE,Arts and Humanities; Social Sciences,,https://www.journals.elsevier.com/journal-of-archaeological-science/
Journal of Artificial Intelligence and Soft Computing Research,v,TRUE,Computer Science; Mathematics,,http://jaiscr.eu/
Journal of Artificial Intelligence Research,v,TRUE,Computer Science,,https://www.jair.org/index.php/jair
Journal of Asian Earth Sciences,v,TRUE,Earth and Planetary Sciences,,https://www.journals.elsevier.com/journal-of-asian-earth-sciences
Journal of Athletic Training,,TRUE,Health Professions; Medicine,,https://natajournals.org/loi/attr
Journal of Autism and Developmental Disorders,,TRUE,Psychology,,https://www.springer.com/journal/10803
Journal of Autoimmunity,,TRUE,Immunology and Microbiology; Medicine,,https://www.journals.elsevier.com/journal-of-autoimmunity
Journal of Banking and Finance,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-banking-and-finance
Journal of Behavioral Addictions,,TRUE,Medicine; Psychology,,https://akjournals.com/view/journals/2006/2006-overview.xml
Journal of Behavioral and Experimental Finance,v,TRUE,"Economics, Econometrics and Finance",,https://www.sciencedirect.com/journal/journal-of-behavioral-and-experimental-finance
Journal of Behavioral Medicine,,TRUE,Medicine; Psychology,,https://www.springer.com/journal/10865
Journal of Big Data,v,TRUE,Computer Science; Decision Sciences,,https://journalofbigdata.springeropen.com/
Journal of Biomedical Informatics,,TRUE,Computer Science; Medicine,,https://www.journals.elsevier.com/journal-of-biomedical-informatics
Journal of Biomedical Science,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://jbiomedsci.biomedcentral.com/
Journal of Biomolecular NMR,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemistry",,https://www.springer.com/journal/10858
Journal of Bioresources and Bioproducts,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science",,https://www.sciencedirect.com/journal/journal-of-bioresources-and-bioproducts
Journal of Bone and Joint Surgery,,TRUE,Health Professions; Medicine,,https://journals.lww.com/jbjsjournal/pages/default.aspx
Journal of Brand Management,v,TRUE,"Business, Management and Accounting",,https://www.palgrave.com/gp/journal/41262
Journal of Building Engineering,v,TRUE,Engineering,,https://www.journals.elsevier.com/journal-of-building-engineering
Journal of Business and Psychology,,TRUE,"Business, Management and Accounting; Psychology",,https://www.springer.com/journal/10869
Journal of Business Ethics,v,TRUE,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",,https://www.springer.com/journal/10551
Journal of Business Research,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/journal-of-business-research
Journal of Business Venturing,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/journal-of-business-venturing
Journal of Business Venturing Insights,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/journal-of-business-venturing-insights
Journal of Cancer Research and Clinical Oncology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/journal/432
Journal of Cancer Survivorship,,TRUE,Medicine; Nursing,,https://www.springer.com/journal/11764
Journal of Cardiopulmonary Rehabilitation and Prevention,,TRUE,Medicine,,https://journals.lww.com/jcrjournal/pages/default.aspx
Journal of Cardiovascular Computed Tomography,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-cardiovascular-computed-tomography
Journal of Cardiovascular Magnetic Resonance,,TRUE,Health Professions; Medicine,,https://jcmr-online.biomedcentral.com/
Journal of Catalysis,v,TRUE,Chemical Engineering; Chemistry,,https://www.sciencedirect.com/journal/journal-of-catalysis
Journal of Cell Biology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://rupress.org/jcb
Journal of Cell Communication and Signaling,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/journal/12079
Journal of Cell Science,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://jcs.biologists.org/
Journal of Chemical Physics,,TRUE,Chemistry; Medicine; Physics and Astronomy,,https://aip.scitation.org/journal/jcp
Journal of Cheminformatics,v,TRUE,Chemistry; Computer Science; Social Sciences,,https://jcheminf.biomedcentral.com/
Journal of Choice Modelling,v,TRUE,Decision Sciences; Mathematics,,https://www.journals.elsevier.com/journal-of-choice-modelling
Journal of Cleaner Production,v,TRUE,"Business, Management and Accounting; Energy; Engineering; Environmental Science",,https://www.journals.elsevier.com/journal-of-cleaner-production
Journal of Climate,v,TRUE,Earth and Planetary Sciences,,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-climate/
Journal of Clinical Anesthesia,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-clinical-anesthesia
Journal of Clinical Epidemiology,,TRUE,Medicine,,https://www.sciencedirect.com/journal/journal-of-clinical-epidemiology
Journal of Clinical Gastroenterology,,TRUE,Medicine,,https://journals.lww.com/jcge/pages/default.aspx
Journal of Clinical Immunology,,TRUE,Immunology and Microbiology; Medicine,,https://www.springer.com/journal/10875
Journal of Clinical Investigation,,TRUE,Medicine,,https://www.jci.org/
Journal of Clinical Lipidology,,TRUE,Medicine; Nursing,,https://www.journals.elsevier.com/journal-of-clinical-lipidology
Journal of Clinical Pathology,,TRUE,Medicine,,https://jcp.bmj.com/
Journal of Clinical Psychiatry,,TRUE,Medicine,,https://www.psychiatrist.com/jcp/Pages/home.aspx
Journal of Clinical Virology,,TRUE,Immunology and Microbiology; Medicine,,https://www.journals.elsevier.com/journal-of-clinical-virology
Journal of Cloud Computing,v,TRUE,Computer Science,,https://journalofcloudcomputing.springeropen.com/
Journal of CO2 Utilization,v,TRUE,Chemical Engineering; Environmental Science,,https://www.journals.elsevier.com/journal-of-co2-utilization
Journal of Cognition,,TRUE,Psychology,,https://www.journalofcognition.org/
Journal of Cognitive Neuroscience,,TRUE,Neuroscience,,https://www.mitpressjournals.org/loi/jocn
Journal of Colloid and Interface Science,v,TRUE,Chemical Engineering; Materials Science,,https://www.journals.elsevier.com/journal-of-colloid-and-interface-science
Journal of Combinatorial Theory - Series A,v,TRUE,Computer Science; Mathematics,,https://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a
Journal of Combinatorial Theory. Series B,v,TRUE,Computer Science; Mathematics,,https://www.journals.elsevier.com/journal-of-combinatorial-theory-series-b
Journal of Communications and Networks,v,TRUE,Computer Science,,http://jcn.or.kr/html/
Journal of Community Health,,TRUE,Medicine; Social Sciences,,https://www.springer.com/journal/10900
Journal of Comparative Economics,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-comparative-economics
Journal of Computational Physics,v,TRUE,Computer Science; Mathematics; Physics and Astronomy,,https://www.journals.elsevier.com/journal-of-computational-physics
Journal of Computational Physics: X,v,TRUE,Computer Science; Physics and Astronomy,,https://www.sciencedirect.com/journal/journal-of-computational-physics-x
Journal of Computational Social Science,v,TRUE,Computer Science; Social Sciences,,https://www.springer.com/journal/42001
Journal of Computer-Mediated Communication,v,TRUE,Computer Science,,https://academic.oup.com/jcmc
Journal of Computers in Education,v,TRUE,Computer Science; Social Sciences,,https://www.springer.com/journal/40692
Journal of Computing in Higher Education,v,TRUE,Social Sciences,,https://www.springer.com/journal/12528
Journal of Constructional Steel Research,v,TRUE,Engineering; Materials Science,,https://www.sciencedirect.com/journal/journal-of-constructional-steel-research
Journal of Consumer Research,v,TRUE,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",,http://www.ejcr.org/
Journal of Contextual Behavioral Science,,TRUE,"Agricultural and Biological Sciences; Business, Management and Accounting; Neuroscience; Psychology; Social Sciences",,https://www.journals.elsevier.com/journal-of-contextual-behavioral-science
Journal of Controlled Release,,TRUE,"Pharmacology, Toxicology and Pharmaceutics",,https://www.journals.elsevier.com/journal-of-controlled-release
Journal of Corporate Finance,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,http://www.elsevier.com/wps/find/journaldescription.cws_home/524467/description#description
Journal of Cranio-Maxillo-Facial Surgery,,TRUE,Dentistry; Medicine,,https://www.journals.elsevier.com/journal-of-cranio-maxillofacial-surgery
Journal of Criminal Justice,,TRUE,Psychology; Social Sciences,,https://www.journals.elsevier.com/journal-of-criminal-justice
Journal of Critical Care,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-critical-care
Journal of Crohn's and Colitis,,TRUE,Medicine,,https://academic.oup.com/ecco-jcc
Journal of Cryptology,v,TRUE,Computer Science; Mathematics,,https://www.springer.com/journal/145
Journal of Dairy Science,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://www.journalofdairyscience.org/
Journal of Democracy,v,TRUE,Social Sciences,,https://www.journalofdemocracy.org/
Journal of Dentistry,,TRUE,Dentistry,,https://www.journals.elsevier.com/journal-of-dentistry
Journal of Dermatological Science,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/journal-of-dermatological-science
Journal of Destination Marketing and Management,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/journal-of-destination-marketing-and-management
Journal of Development Economics,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.sciencedirect.com/journal/journal-of-development-economics
Journal of Differential Equations,v,TRUE,Mathematics,,https://www.journals.elsevier.com/journal-of-differential-equations
Journal of Differential Geometry,v,TRUE,Mathematics,,https://www.intlpress.com/site/pub/pages/journals/items/jdg/_home/_main/index.php
Journal of Digital Imaging,,TRUE,Computer Science; Health Professions; Medicine,,https://www.springer.com/journal/10278
