page_id,ICO,Repository_Name,url,Description,Data_Submission_Url,Data_Access_Url,Subject_Area,Access_Type,Model_System,NIH_Funding_Support,Open_Data_Submission,Data_Access,Open_time_frame_for_data_deposit,Sustained_support
"nih-98","NICHD","LDbase","https://ldbase.org","Collaboration between researchers and librarians to build a first-of-its-kind behavioral data repository containing decades of knowledge from educational and developmental sciences on individuals across the full range of abilities. LDbase is an open science resource for the educational and developmental science scientific communities, providing a secure place to store and access data, as well access materials about aspects of data management and analyses. LDbase is unique in that it is project oriented, rather than dataset oriented, meeting the needs of how our field thinks about data.","https://ldbase.org/resources/first-time-storing-data","https://ldbase.org/resources","Behavioral and social sciences, Clinical research","controlled, registered","human","true","true","undefined","true","true"
"nih-99","NICHD","Data Sharing for Demographic Research (DSDR)","https://www.icpsr.umich.edu/web/pages/DSDR/index.html","DSDR provides curation and archiving services for the demographic and population sciences community.  It focuses primarily on data collected through funding from the NICHD Population Dynamics Branch (PDB), but also provides these services for other data sets that fall within the scientific mission of PDB.","https://www.icpsr.umich.edu/web/pages/DSDR/deposit.html","https://www.icpsr.umich.edu/web/pages/DSDR/discover.html","Behavioral and social sciences","controlled, registered, open","human","true","true","undefined","true","true"
"nih-100","NICHD","Xenbase","https://www.xenbase.org/entry/","Xenbase is a web-accessible resource that integrates all the diverse biological, genomic, genotype and phenotype data available from Xenopus research.","https://www.xenbase.org/entry/static-xenbase/dataSubmission.jsp","https://www.xenbase.org/entry/static-xenbase/ftpDatafiles.jsp","Imaging, Neuroscience, Other, Sequence biology","open","non-human","true","true","undefined","true","true"
"nih-101","NIDA","Mouse Phenome Database","https://phenome.jax.org/   ","The Mouse Phenome Database (MPD, RRID:SCR_003212) enables the integration of genomic and phenomic data by providing access to primary experimental data, well-documented data collection protocols and analysis tools. Data are contributed by investigators from around the world and represent a broad scope of behavioral, morphological and physiological disease-related characteristics in naive mice and those exposed to drugs, environmental agents or other treatments.Data in MPD include per mouse and per strain data from genetic reference populations for which data are cumulative over time and across laboratories. Strain types include inbred, recombinant inbred, Collaborative Cross, chromosome substitution, mutants, and others. In addition, there are data from heterogeneous mice in mapping populations including Diversity Outbred and other inbred mouse strain crosses in the QTL Archive.MPD provides a venue for compliance with data sharing policies and facilitates data reuse and data integration to provide a means of analyzing trait relations, discovering the biological basis of complex traits, and assessing replicability and reproducibility across experimental conditions and protocols.","https://phenome.jax.org/","https://phenome.jax.org/","Behavioral and social sciences, Computational biology, Neuroscience, Sequence biology","open","non-human","true","true","undefined","true","true"
"nih-102","NIDA","NIDA Center for Genetics Studies","https://nidagenetics.org/","The National Institute on Drug Abuse, in collaboration with the National Institutes of Health, has established the NIDA Center for Genetic Studies, also known as the NIDA Genetic Repository, under a contract to Rutgers University, via Sampled, and its subcontractor, Washington University School of Medicine, to produce, store, and distribute clinical data and biomaterials (DNA samples and cell lines) available in the NIDA Genetics Initiative.","https://nida.nih.gov/research/research-data-measures-resources/genetics-research-resources/workgroups-interest-groups-consortia/genetics-workgroup-gwg/nida-genetics-consortium-ngc/distribution-genetic-data-biomaterials-nida-center-genetic-studies/faqs-related-to-nida","https://nidagenetics.org/instructions-for-access-to-data-and-biomaterials/","Behavioral and social sciences, Neuroscience, Sequence biology","controlled","human","true","true","undefined","true","true"
"nih-103","NIDA","National Addiction &amp; HIV Data Archive Program (NAHDAP)","https://www.icpsr.umich.edu/web/pages/NAHDAP/index.html","The National Addiction &amp; HIV Data Archive Program (NAHDAP) is a NIDA-funded data archive program that acquires, preserves, and disseminates data relevant to drug addiction and HIV research. NAHDAP offers scholars the opportunity to conduct analysis of existing data on major issues of social and behavioral sciences and public policy and provides technical assistance and specialized training for data depositors and data users. Since its launch in 2009, NAHDAP has made over 500 studies available, including studies such as Monitoring the Future (MTF), Research on Pathways to Desistance, and the Population Assessment of Tobacco and Health (PATH) Study.","https://www.icpsr.umich.edu/web/pages/NAHDAP/deposit/index.html","https://www.icpsr.umich.edu/web/pages/NAHDAP/data/index.html","Behavioral and social sciences, Clinical research, Other","controlled, registered, open","human","true","true","undefined","true","true"
"nih-104","NIDA","Single Cell Opioid Responses in the Context of HIV (SCORCH)","https://scorch.igs.umaryland.edu/","The SCORCH data repository is a NIDA funded project and data repository focused on single cell transcriptomic and epigenomic data in the context of HIV, substance use disorder, and their effects on the central nervous system.","https://nemoarchive.org/resources/data-submission","https://nemoarchive.org/data/","Sequence biology","controlled, registered, open","human, non-human","true","true","undefined","true","true"
"nih-105","NIDA, NIDDK","Neuroscience Information Framework","https://neuinfo.org/","The Neuroscience Information Framework is a dynamic inventory of Web-based neuroscience resources: data, materials, and tools accessible via any computer connected to the Internet. An initiative of the NIH Blueprint for Neuroscience Research, NIF advances neuroscience research by enabling discovery and access to public research data and tools worldwide through an open source, networked environment.","undefined","https://neuinfo.org/data/search?q=*&l=#all","Behavioral and social sciences, Imaging, Neuroscience, Sequence biology","registered","human, non-human","true","true","undefined","true","true"
"nih-106","NIDCD","AphasiaBank","https://aphasia.talkbank.org/","AphasiaBank is a shared database of multimedia interactions for the study of communication in aphasia. Access to the data in AphasiaBank is password protected and restricted to members of the AphasiaBank consortium group.","https://talkbank.org/share/contrib.html","https://aphasia.talkbank.org/","Behavioral and social sciences, Clinical research","controlled","human","true","true","undefined","true","true"
"nih-107","NIDCD","FluencyBank","https://fluency.talkbank.org","FluencyBank is a shared database for the study of fluency development. Participants include typically-developing monolingual and bilingual children, children and adults who stutter (C/AWS) or who clutter (C/AWC), and second language learners.","https://talkbank.org/share/contrib.html","https://fluency.talkbank.org","Behavioral and social sciences, Clinical research, Neuroscience","registered","human","true","false","undefined","false","false"
"nih-108","NIDCR","Candida Genome Database (CGD)","http://www.candidagenome.org/","The Candida Genome Database (CGD), a resource for genomic sequence data and gene and protein information for Candida albicans and related species. The CGD provides online access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans and related species. C. albicans is the best studied of the human fungal pathogens. It is a common commensal organism of healthy individuals but can cause debilitating mucosal infections and life-threatening systemic infections, especially in immunocompromised patients. C. albicans also serves as a model organism for the study of other fungal pathogens.","undefined","http://www.candidagenome.org/help/GettingStarted.shtml","Sequence biology","open","non-human","true","false","undefined","false","true"
"nih-109","NIDCR","Human Oral Microbiome Database (HOMD)","https://www.homd.org/","The HOMD is a NIDCR supported comprehensive database of the bacteria within the human mouth and aerodigestive tract. HOMD provides provisional naming schemes for unnamed taxa, links to sequence data with phenotypic, phylogenetic, clinical and bibliographic information, and easy to use tools for viewing genome information.","undefined","https://homd.org/download","Sequence biology","open","human, non-human","true","false","undefined","false","true"
"nih-110","NIDCR","Human Salivary Proteome Wiki (HSPW)","https://www.salivaryproteome.org/","The Human Salivary Proteome Wiki is a a NIDCR-funded collaborative, community-based Web portal to more than 1,000 unique human saliva proteins identified by high-throughput proteomic technologies. The wiki is available for the research community and the public to harness the knowledge in the data and to further enhance the value of the proteome through addition of their own data. You are very welcome to share your thoughts in the forums; add your own data to the growing database; annotate the proteins; or just explore the site.","https://www.salivaryproteome.org/public/index.php/Help:Curation_Process","https://www.salivaryproteome.org/public/index.php/Main_Page","Clinical research, Computational biology, Sequence biology","registered, open","human","true","true","undefined","true","true"
"nih-111","NIDCR","FaceBase","https://www.facebase.org/","FaceBase is an NIDCR-funded open repository of genomic, genetic, molecular, cellular, developmental, and imaging data serving dental, oral, and craniofacial research and related research. The repository recruits from and publicly disseminates to the community data generated from animal models, in vitro experimental systems, and humans, and provides web interfaces for data sharing, curation, browsing, and image-based navigation. Data is available via either open-access or controlled-access. Additional resources that FaceBase disseminates include the database of 3D Facial Norms, developmental atlases, the Ontology of Craniofacial Development and Malformation (OCDM), and the Human Genome Analysis Interface (HGAI).","https://www.facebase.org/help/submitting-data/","https://www.facebase.org/access/policies/","Computational biology, Imaging, Other, Sequence biology","controlled, registered, open","human, non-human","true","true","undefined","true","true"
"nih-112","NIDDK","NIDDK Central Repository","https://repository.niddk.nih.gov/home/","The NIDDK Central Repository stores and distributes specimens and data collected in designated NIDDK-funded clinical studies receiving significant programmatic NIDDK support. The purpose of the Repository is to expand the usefulness of these studies by allowing a wider research community to access specimens, data, and materials beyond the end of the study for secondary use encouraging innovative research and maximizing the impact and scientific value of these resources.","https://repository.niddk.nih.gov/pages/for_submitters/","https://repository.niddk.nih.gov/pages/for_requestors/","Clinical research, Imaging","controlled","human","false","false","undefined","false","true"
"nih-113","NIDDK","NIDDK Information Network (dkNET)","https://dknet.org/","dkNET is a search portal that helps researchers find research resources relevant to their research and keep up to date on new tools, services and mandates to support robust and reproducible science. Research resources include reagents, organisms, software tools, databases and services.","undefined","https://dknet.org/","Behavioral and social sciences, Clinical research, Computational biology, Sequence biology","open","human, non-human","true","false","undefined","false","true"
"nih-114","NIDDK","Accelerating Medicines Partnership in Common Metabolic Diseases (AMP-CMD) Knowledge Portal","https://hugeamp.org/","The Common Metabolic Diseases Knowledge Portal (CMDKP) aggregates and analyzes genetic association results, epigenomic annotations, and results of computational prediction methods to provide data, visualizations, and tools in an open-access portal. The aim of the CMDKP is to facilitate research on the molecular basis of complex diseases, including type 1 and type 2 diabetes, cardiovascular and cerebrovascular disease, and sleep disorders.","https://hugeamp.org/collaborate.html","https://hugeamp.org/","Sequence biology","registered","human","true","true","undefined","true","true"
"nih-115","NIEHS","Chemical Effects in Biological Systems (CEBS)","https://cebs.niehs.nih.gov/cebs/","The CEBS database houses data of interest to environmental health scientists. CEBS is a public resource, and has received depositions of data from academic, industrial, and governmental laboratories. Data in CEBS are housed in a relational database designed to display data in the context of biology and study design, and permit data integration for cross-study analysis, knowledge generation and novel meta-analysis.","undefined","all data are public; this is HELP: https://cebs.niehs.nih.gov/cebs/help","Other","open","non-human","true","false","undefined","false","false"
"nih-116","NIEHS","Human Health Exposure Analysis Resource (HHEAR) Data Repository","https://hheardatacenter.mssm.edu/","Human Health Exposure Analysis Resource (HHEAR) Data Center provides a data repository for storing epidemiologic and biomarker data for CHEAR and HHEAR research studies to improve our knowledge of the comprehensive effects of environmental exposures on human health throughout the life course. Registered users will have access to publicly available deidentified datasets. In addition, there is a publicly accessible HHEAR ontology that provides a common vocabulary with unambiguous definitions of concepts and variables across studies to allow for pooling of studies.","undefined","https://hheardatacenter.mssm.edu/Register/Terms","Clinical research","registered","human","true","false","undefined","false","true"
"nih-117","NIGMS","GlyGen","https://www.glygen.org/","GlyGen is a data integration and dissemination project for carbohydrate and glycoconjugate related data. GlyGen retrieves information from multiple international data sources and integrates and harmonizes this data. This web portal allows exploring this data and performing unique searches that cannot be executed in any of the integrated databases alone.","https://data.glygen.org/uploads","https://data.glygen.org","Other, Sequence biology","open","human, non-human","true","true","undefined","true","true"
"nih-118","NIGMS","Cell Image Library","http://www.cellimagelibrary.org/home","A community repository for the ingestion, archival, preservation, management, distribution, and reuse of multi-scale microscopy data encompassing cellular networks, cellular and subcellular microdomains, and their macromolecular components. The Cell Image Library is comprised of software for researchers to upload, organize, process, and share project data prior to publication, as well as a searchable, public-facing website for users to disseminate their results and freely distribute their data for access and reuse by others. This website includes advanced cyberinfrastructure services and deep-learning based workflows, which make use of prominent high performance computing resources on the backend, allowing CIL users to automatically post-process and analyze public data at scale.","http://www.cellimagelibrary.org/pages/contribute","http://www.cellimagelibrary.org/images/advanced_search","Computational biology, Imaging, Neuroscience","open","human, non-human","true","true","undefined","true","true"
"nih-119","NIGMS","The Biological Magnetic Resonance Data Bank (BMRB)","https://bmrb.io/","BMRB collects, annotates, archives, and disseminates spectral and quantitative data derived from NMR spectroscopic investigations of biological macromolecules and metabolites.","https://bmrb.io/deposit/","https://bmrb.io/search/query_grid/","Imaging","open","non-human","true","true","undefined","false","true"
"nih-120","NIGMS","BindingDB","https://www.bindingdb.org/rwd/bind/index.jsp","BindingDB is a public, central, web-accessible database of measured binding affinities, focusing chiefly on the interactions of proteins considered to be candidate drug-targets with ligands that are small, drug-like molecules. BindingDB also includes a small collection of host-guest binding data of interest to chemists studying supramolecular systems. BindingDB is a FAIRshare recommended resource, with about 2.1M binding data for about 8,000 proteins and 920,000 small molecules, which is used worldwide for a range of activities, including drug discovery, computational chemistry, systems biology, and education.","undefined","undefined","Computational biology, Other","registered","human, non-human","true","false","undefined","false","false"
"nih-121","NIGMS","REDfly","http://redfly.ccr.buffalo.edu/index.php","REDfly (Regulatory Element Database for Fly) is a curated FAIR-compliant knowledgebase that extracts, accumulates, organizes, annotates, and links the growing body of information on insect transcriptional cis-regulatory sequences. REDfly focuses on experimentally verified cis-regulatory modules (CRMs) and transcription factor binding sites and their DNA sequences, associated genes, the expression patterns they direct. REDfly is an important platform for supporting hypothesis-driven empirical and computational research and has contributed to studies in multiple areas including CRM biology, CRM discovery, regulatory networks, interpretation of genomic datasets, and evolution.","undefined","undefined","Computational biology, Sequence biology","open","non-human","true","false","undefined","true","false"
"nih-122","NIGMS","PeptideAtlas","http://www.peptideatlas.org","PeptideAtlas is a multi-organism, publicly accessible compendium of peptides identified in a large set of tandem mass spectrometry proteomics experiments. Mass spectrometer output files are collected for human, mouse, yeast, and several other organisms, and searched using the latest search engines and protein sequences. All results of sequence and spectral library searching are subsequently processed through the Trans Proteomic Pipeline to derive a probability of correct identification for all results in a uniform manner to insure a high-quality database, along with false discovery rates at the whole atlas level. Results may be queried and browsed at the PeptideAtlas web site. The raw data, search results, and full builds can also be downloaded for other uses.","http://www.peptideatlas.org/upload/","http://www.peptideatlas.org/builds/","Computational biology, Sequence biology","open","human, non-human","true","true","undefined","true","true"
"nih-123","NIGMS","MassIVE","https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp","MassIVE is a community resource for Computational Mass Spectrometry to promote the global, free exchange of mass spectrometry data.","https://ccms-ucsd.github.io/MassIVEDocumentation/#submit_data/","https://massive.ucsd.edu/ProteoSAFe/datasets.jsp#%7B%22query%22%3A%7B%7D%2C%22table_sort_history%22%3A%22createdMillis_dsc%22%7D","Other","open","human, non-human","true","true","undefined","false","true"
"nih-124","NIGMS","ProteomeXchange","https://www.proteomexchange.org/","The ProteomeXchange Consortium was established to provide globally coordinated standard data submission and dissemination pipelines involving the main proteomics repositories, and to encourage open data policies in the field.","https://www.proteomexchange.org/submission/index.html","https://proteomecentral.proteomexchange.org/ui","Other","registered, open","human, non-human","true","true","undefined","false","true"
"nih-125","NIGMS","PanoramaWeb","https://panoramaweb.org/home/project-begin.view","Panorama is a server-based data repository application for targeted mass spectrometry assays that integrates into a Skyline mass spec workflow. It is implemented as a module within LabKey Server, an open-source bioinformatics data management platform with extensive support for proteomics and small molecule data, other assay data, and a security model rich enough to support clinical studies.","undefined","https://panoramaweb.org/project/Panorama%20Public/begin.view","Other","registered, open","human, non-human","true","false","undefined","false","true"
"nih-126","NIGMS, NLM","BioPortal","https://bioportal.bioontology.org/","BioPortal is the world’s most comprehensive, integrated knowledgebase of biomedical ontologies and controlled terminologies. BioPortal enables users to navigate, visualize, and leverage both individual ontologies and the collective knowledge suggested by its entire knowledgebase of more than 800 ontologies. It provides specialized tools that employ novel layouts and animation to offer cognitive support to users trying to understand the complexities of large ontologies within the confines of the two dimensions offered by a Web browser.","https://bioportal.bioontology.org/annotator","https://bioportal.bioontology.org/login?redirect=https%3A%2F%2Fbioportal.bioontology.org%2Frecommender","Computational biology","controlled, registered, open","human, non-human","true","true","undefined","true","false"
"nih-127","NIMH","NIMH Repository and Genomics Resources (NRGR)","https://www.nimhgenetics.org/","The NIMH Repository and Genomics Resource (NRGR) is the largest biorepository supporting genomics in psychiatry, providing access to biomaterials (DNA, plasma, RNA, lymphoblastoid cell lines, induced pluripotent stem cells, etc.) and phenotypic data collected from nearly 200,000 well-characterized, high-quality control and patient samples from a wide-range of mental illnesses across ancestrally diverse populations. The NRGR also provides access to some genomic data sets, including some which do not have biosamples available in the repository, such as data sets generated by the Psychiatric Genomics Consortium, the CommonMind Consortium, and the PsychENCODE consoritum.","undefined","https://www.nimhgenetics.org/request-access/how-to-request-access","Behavioral and social sciences, Clinical research, Neuroscience, Sequence biology","controlled","human","true","false","undefined","false","true"
"nih-128","NIMH","Data Archive for the BRAIN Initiative (DABI)","https://dabi.loni.usc.edu/","This is a data archive funded by the NIH BRAIN Initiative, to ingest, harmonize, aggregate, store, visualize, and disseminate human invasive neurophysiology data, including EEG, ECoG, LFP, single unit activity, etc. The archive also houses synchronized behavioral, imaging, demographic, and other key data. The archive is specifically designed to help BRAIN Initiative researchers organize and analyze their data while fulfilling data-sharing directives from federal agencies and their respective institutions.","https://dabi.loni.usc.edu/","https://dabi.loni.usc.edu/","Neuroscience","controlled, open","human","true","true","undefined","true","true"
"nih-129","NINDS","Archived Clinical Research Datasets","https://www.ninds.nih.gov/current-research/research-funded-ninds/clinical-research/archived-clinical-research-datasets","The data repository houses NINDS, Division of Clinical Research (DCR)- funded studies and trials in neurological areas such as Stroke, Parkinson’s disease, Migraine, Multiple Sclerosis and other neurological disorders. The data requests and approvals are managed by NINDS. Imaging, biosamples and other types of data are not supported by this repository. Contact your Program Official to determine if this repository is a good fit for your application. ","https://www.ninds.nih.gov/current-research/research-funded-ninds/clinical-research/archived-clinical-research-datasets","https://www.ninds.nih.gov/current-research/research-funded-ninds/clinical-research/archived-clinical-research-datasets","Clinical research","controlled, registered","human","true","false","undefined","true","true"
"nih-130","NINDS","Parkinson's Disease Biomarker Program","https://pdbp.ninds.nih.gov/","The NINDS Parkinson’s Disease (PD) Biomarkers Program Data Management Resource (PDBP DMR) enables web-based data entry for clinical studies supporting PD biomarker development, as well as broad data sharing of longitudinal neuroimaging, clinical, genetic, and biospecimen data across the entire PD research community. The PDBP DMR coordinates information and access to PD biospecimens distributed through the NINDS BioSEND and Human Cell and Data repositories.","https://pdbp.ninds.nih.gov/how-to-guide","https://pdbp.ninds.nih.gov/how-to-guide","Behavioral and social sciences, Clinical research, Imaging, Neuroscience, Sequence biology","controlled","human","true","false","undefined","true","true"
"nih-131","NINDS","Accelerating Medicines Partnership® Parkinson's Disease (AMP® PD)","https://amp-pd.org/","The Accelerating Medicines Partnership – Parkinson’s Disease (AMP PD) is a public-private partnership formed for the purpose of identifying and validating diagnostic, prognostic, and progression biomarkers for Parkinson’s Disease.  To accomplish this goal, AMP PD harmonized longitudinal clinical data from seven large existing cohorts and conducted whole genome sequencing, longitudinal transcriptomics, and longitudinal proteomics analyses from their existing blood, CSF, and/or brain tissue samples.  AMP PD data, along with the federated, international Global Parkinson’s Genetics Program (GP2) data, exists in the Google Cloud and is accessible and analyzable on the Verily/Broad Institute’s Terra Platform.","undefined","https://amp-pd.org/register-for-amp-pd","Behavioral and social sciences, Clinical research, Computational biology, Neuroscience, Sequence biology","controlled","human","true","false","undefined","false","true"
"nih-132","NINDS","Open Data Commons - Traumatic Brain Injury (ODC-TBI)","https://odc-tbi.org/","The Open Data Commons - Traumatic Brain Injury (ODC-TBI) is a dedicated data sharing portal and repository for pre-clinical TBI research. TBI data can be shared with certain users in a protected space and when ready, TBI data can be shared with the public through a DOI. ODC-TBI complies with the FAIR data principles to ensure that TBI data is Findable, Accessible, Interoperable and Reusable while promoting transparency, rigor and reproducibility in pre-clinical TBI research. ODC-TBI is providing the data sharing platform for the new interagency PREClinical Interagency reSearch resourcE for TBI (PRECISE-TBI)","https://odc-tbi.org/","https://odc-tbi.org/","Neuroscience","registered","non-human","true","true","undefined","true","true"
"nih-133","NLM","The database for Genotypes and Phenotypes (dbGaP)","https://www.ncbi.nlm.nih.gov/gap/","The database of Genotypes and Phenotypes (dbGaP) was developed to archive and distribute the data and results from studies that have investigated the interaction of genotype and phenotype in Humans.","https://www.ncbi.nlm.nih.gov/gap/docs/submissionguide/","https://dbgap.ncbi.nlm.nih.gov/aa/wga.cgi?page=login","Behavioral and social sciences, Clinical research, Computational biology, Imaging, Neuroscience, Other, Sequence biology","controlled, open","human","true","true","undefined","true","true"
"nih-134","NLM","ClinVar","https://www.ncbi.nlm.nih.gov/clinvar/","ClinVar is a freely accessible, public archive of submitted reports about the relationships among human variations and phenotypes, with supporting evidence.","https://www.ncbi.nlm.nih.gov/clinvar/docs/submit/","https://www.ncbi.nlm.nih.gov/clinvar/docs/maintenance_use/","Sequence biology","open","human","true","true","undefined","true","true"
"nih-135","NLM","GenBank","https://www.ncbi.nlm.nih.gov/genbank/","GenBank is the NIH genetic sequence database, an annotated collection of publicly available DNA sequences. GenBank captures, preserves, and presents comprehensive nucleotide sequence information and annotations from around the world and connects these data, where applicable, to associated scientific publications and the biological specimens from which the data were derived to preserve the scientific record and enable broad sharing of such data. GenBank preserves nucleotide sequence data to support science necessary for the study of human health, food safety and security, and biodiversity, and other important domains.","https://www.ncbi.nlm.nih.gov/genbank/submit/","https://www.ncbi.nlm.nih.gov/genbank/","Sequence biology","open","human, non-human","true","true","undefined","true","true"
"nih-136","NLM","Gene Expression Omnibus (GEO)","https://www.ncbi.nlm.nih.gov/geo/","GEO is a public functional genomics data repository that archives open-access array- and sequence-based datasets. Tools are provided to help users query and download experiments and curated gene expression profiles.","https://www.ncbi.nlm.nih.gov/geo/info/submission.html","https://www.ncbi.nlm.nih.gov/geo/info/faq.html#retrievals","Sequence biology","open","human, non-human","true","true","undefined","true","true"
"nih-137","NLM","PubChem","https://pubchem.ncbi.nlm.nih.gov/","PubChem is an open chemistry database at the National Institutes of Health (NIH). “Open” means that you can put your scientific data in PubChem and that others may use it. Since the launch in 2004, PubChem has become a key chemical information resource for researchers, data scientists, health &amp; safety, and other professionals.  PubChem is an archive for chemical substances and biological assay experiments.  PubChem mostly contains small molecules, but also larger molecules such as nucleotides, carbohydrates, lipids, peptides, and chemically-modified macromolecules. We collect information on chemical substances, including associated: identifiers, chemical names, biological activities, publications, patents, and much more.","https://pubchem.ncbi.nlm.nih.gov/upload/","https://pubchem.ncbi.nlm.nih.gov/doc/","Computational biology, Neuroscience, Other, Sequence biology","open","human, non-human","true","true","undefined","false","true"
"nih-138","NLM","dbSNP","https://www.ncbi.nlm.nih.gov/snp/","In addition to single nucleotide alterations that are common enough in a population to be referred to as polymorphic, dbSNP also includes rare variants, such as those with clinical assertions in ClinVar. Simple genetic variations including single-base nucleotide variations (SNVs), small multi-base deletions or insertions, and microsatellite repeats are all included in the dbSNP database. Allele frequency from the NCBI ALFA project (https://www.ncbi.nlm.nih.gov/snp/docs/gsr/alfa/), which compiles data from dbGaP studies, is also included in dbSNP.","https://www.ncbi.nlm.nih.gov/snp/docs/submission/hts_launch_and_introductory_material/","https://www.ncbi.nlm.nih.gov/snp/docs/entrez_help/","Clinical research, Computational biology, Other, Sequence biology","open","human","true","true","undefined","true","true"
"nih-139","NLM","NIH Genetic Testing Registry (GTR)","https://www.ncbi.nlm.nih.gov/gtr/","GTR is a freely accessible database of orderable clinical and research genetic test descriptions and the laboratories that provide them. Scope includes molecular, biochemical and cytogenetic human genetic tests as well as serologic and molecular microbe tests. Test descriptions include the test targets and the conditions the tests are for, methodology, clinical and analytical validity, clinical utility and ordering information. The goals of GTR are to bring transparency to the testing field, support clinicians ordering tests and advance the public health and research into the genetic basis of health and disease.","https://www.ncbi.nlm.nih.gov/gtr/docs/submit/","https://www.ncbi.nlm.nih.gov/gtr/docs/maintenance_use/","Other, Sequence biology","open","human","true","true","undefined","true","true"
"nih-140","NLM","dbVar","https://www.ncbi.nlm.nih.gov/dbvar/","dbVar is NCBI's database of human genomic Structural Variation — large variants &gt;50 bp including insertions, deletions, duplications, inversions, mobile elements, translocations, and complex variants","https://www.ncbi.nlm.nih.gov/dbvar/content/submission/","https://www.ncbi.nlm.nih.gov/dbvar","Clinical research, Computational biology, Sequence biology","open","human","true","true","undefined","true","true"
"nih-141","NLM","Allele Frequency Aggregator (ALFA)","https://www.ncbi.nlm.nih.gov/snp/docs/gsr/alfa/","The NCBI Allele Frequency Aggregator (ALFA) seeks to make allele frequency datasets from dbGaP studies the largest and most complete aggregated variant datasets available as open-access. Over two million individuals, up to billions of variations, thousands of phenotypes, and molecular test datasets make up the database dbGaP. Huge opportunities exist to investigate and research genetic differences within human populations and to find genetic factors that affect health and diseases in order to enhance diagnosis, treatment, and prevention.","undefined","https://www.ncbi.nlm.nih.gov/snp/docs/gsr/alfa/#data_access","Clinical research, Computational biology","open","human","true","false","undefined","true","true"
"nih-142","NLM","Sequence Read Archive (SRA)","https://www.ncbi.nlm.nih.gov/sra/","Sequence Read Archive (SRA) data, available through multiple cloud providers and NCBI servers, is the a broad scope publicly available repository of high throughput sequencing data. The archive accepts data from all branches of life as well as metagenomic and environmental surveys. SRA stores raw sequencing data and alignment information to enhance reproducibility and facilitate new discoveries through data analysis.","https://www.ncbi.nlm.nih.gov/sra/docs/submit/","https://www.ncbi.nlm.nih.gov/sra/docs/sradownload/","Computational biology, Sequence biology","open","human, non-human","true","false","undefined","false","true"
"nih-143","NLM","ClinicalTrials.gov","https://clinicaltrials.gov/","ClinicalTrials.gov, a registry and results database of of privately and publicly funded clinical studies conducted around the world, is operated by the U.S. National Library of Medicine (NLM). Structured study information is provided, voluntarily or to meet legal and policy requirements, by the sponsor or investigator responsible for the research. NLM does not verify the scientific validity or relevance of the submitted information beyond a limited quality control review for apparent errors, deficiencies, or inconsistencies.","https://clinicaltrials.gov/ct2/manage-recs/submit-study","https://clinicaltrials.gov/ct2/about-site/terms-conditions#Availability","Clinical research","open","human","true","true","undefined","true","true"
"nih-144","ONR","Nutrition Science Data and Biospecimen Resources Portal","https://dpcpsi.nih.gov/onr/onr-nutrition-science-data-and-biospecimen-resources-portal","The National Institutes of Health (NIH) Office of Nutrition Research is committed to advancing nutrition science research through promoting access to publicly available datasets, biospecimens, and data analysis tools and resources.","undefined","undefined","Behavioral and social sciences, Clinical research, Computational biology, Imaging, Neuroscience, Other, Sequence biology","controlled, registered, open","human, non-human","true","true","undefined","true","true"
