page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,is_filter
3606_home,2,85,87,0.022988505747126436,3606,sjr_17700156774,3606,European Management Review,journal,"17404762, 17404754","1,098",Q1,38,73,193,6388,824,174,"4,14","87,51",United States,Northern America,Wiley-Blackwell,2009-2022,Business and International Management (Q1); Strategy and Management (Q1),"Business, Management and Accounting",https://onlinelibrary.wiley.com/journal/17404762,False
3607_home,4,520,524,0.007633587786259542,3607,sjr_5200152603,3607,Neonatology,journal,16617800,"1,098",Q1,91,109,343,2707,1174,299,"2,40","24,83",Switzerland,Western Europe,S. Karger AG,"1959-1997, 2007-2022","Pediatrics, Perinatology and Child Health (Q1); Developmental Biology (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine",https://www.karger.com/Journal/Home/224215,False
3609_home,179,1798,1977,0.09054122407688417,3609,sjr_21100870389,3609,Chronic Obstructive Pulmonary Diseases,journal,2372952X,"1,097",Q1,18,46,138,1885,287,121,"1,74","40,98",United States,Northern America,COPD Foundation,2018-2022,Pulmonary and Respiratory Medicine (Q1),Medicine,https://journal.copdfoundation.org/,False
3610_home,4,117,121,0.03305785123966942,3610,sjr_29767,3610,European Journal of Surgical Oncology,journal,"15322157, 07487983","1,097",Q1,110,375,1213,13765,4000,1062,"3,15","36,71",United Kingdom,Western Europe,W.B. Saunders Ltd,1985-2022,Medicine (miscellaneous) (Q1); Surgery (Q1); Oncology (Q2),Medicine,https://www.journals.elsevier.com/european-journal-of-surgical-oncology,False
3611_home,3,36,39,0.07692307692307693,3611,sjr_21100239264,3611,IEEE Control Systems,journal,1066033X,"1,097",Q1,129,83,211,1831,399,143,"1,25","22,06",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1991-2022,Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Modeling and Simulation (Q1),Engineering; Mathematics,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5488303,False
3612_home,4,117,121,0.03305785123966942,3612,sjr_13985,3612,"Palaeogeography, Palaeoclimatology, Palaeoecology",journal,00310182,"1,097",Q1,171,409,1387,41136,4525,1366,"3,23","100,58",Netherlands,Western Europe,Elsevier,1965-2022,"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Oceanography (Q1); Paleontology (Q1)",Agricultural and Biological Sciences; Earth and Planetary Sciences,https://www.journals.elsevier.com/palaeogeography-palaeoclimatology-palaeoecology,False
3613_home,32,241,273,0.11721611721611722,3613,sjr_13378,3613,Psicothema,journal,"02149915, 1886144X","1,097",Q1,76,69,207,3603,883,207,"3,73","52,22",Spain,Western Europe,Colegio Oficial de Psicologos,1996-2022,Psychology (miscellaneous) (Q1),Psychology,http://www.psicothema.com/,False
3615_home,4,117,121,0.03305785123966942,3615,sjr_21101038573,3615,Tumour Virus Research,journal,26666790,"1,097",Q1,29,17,88,1497,377,83,"3,69","88,06",Netherlands,Western Europe,Elsevier,2021-2022,Infectious Diseases (Q1); Cancer Research (Q2); Virology (Q2),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",https://www.sciencedirect.com/journal/tumour-virus-research,False
3616_home,4,117,121,0.03305785123966942,3616,sjr_19700176005,3616,World Allergy Organization Journal,journal,19394551,"1,097",Q1,50,103,277,5044,1314,254,"4,91","48,97",United Kingdom,Western Europe,BioMed Central Ltd.,2010-2022,Pulmonary and Respiratory Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2),Immunology and Microbiology; Medicine,https://www.journals.elsevier.com/world-allergy-organization-journal,False
3618_home,2,85,87,0.022988505747126436,3618,sjr_18483,3618,Cellular Microbiology,journal,"14625814, 14625822","1,096",Q2,151,22,395,1662,1267,374,"3,26","75,55",United Kingdom,Western Europe,Wiley-Blackwell,1999-2022,Immunology (Q2); Microbiology (Q2); Virology (Q2),Immunology and Microbiology,https://onlinelibrary.wiley.com/journal/14625822,False
3622_home,2,85,87,0.022988505747126436,3622,sjr_28671,3622,Geographical Analysis,journal,"15384632, 00167363","1,096",Q1,72,63,94,3318,433,88,"4,38","52,67",United States,Northern America,Wiley-Blackwell,1969-2022,"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)",Earth and Planetary Sciences; Social Sciences,https://onlinelibrary.wiley.com/journal/15384632,False
3623_home,2,85,87,0.022988505747126436,3623,sjr_11700154366,3623,Journal of Leadership and Organizational Studies,journal,"19397089, 15480518","1,096",Q1,54,32,91,3102,486,90,"5,49","96,94",United States,Northern America,SAGE Publications,"1996-1999, 2008-2022",Business and International Management (Q1); Management Science and Operations Research (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Decision Sciences; Social Sciences",https://journals.sagepub.com/home/jlo,False
3625_home,9,679,688,0.01308139534883721,3625,sjr_21100834704,3625,Frontiers in Ecology and Evolution,journal,2296701X,"1,095",Q1,54,1298,1978,96232,6600,1869,"2,81","74,14",Switzerland,Western Europe,Frontiers Media S.A.,2013-2022,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences; Environmental Science,https://www.frontiersin.org/journals/ecology-and-evolution,False
3626_home,2,85,87,0.022988505747126436,3626,sjr_19875,3626,Journal of Common Market Studies,journal,"14685965, 00219886","1,095",Q1,101,143,307,8239,988,299,"2,72","57,62",United Kingdom,Western Europe,Wiley-Blackwell,1962-2022,"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Political Science and International Relations (Q1)","Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",https://onlinelibrary.wiley.com/journal/14685965,False
3629_home,2,85,87,0.022988505747126436,3629,sjr_22695,3629,Remedial and Special Education,journal,"15384756, 07419325","1,095",Q1,75,55,97,3001,398,96,"3,16","54,56",United States,Northern America,SAGE Publications,1984-2022,"Education (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Social Sciences,https://journals.sagepub.com/home/rse,False
362_home,42,695,737,0.05698778833107191,362,sjr_21100900345,362,JAMA network open,journal,25743805,"4,108",Q1,106,2259,4511,58866,39328,3604,"8,71","26,06",United States,Northern America,American Medical Association,2018-2022,Medicine (miscellaneous) (Q1),Medicine,https://jamanetwork.com/journals/jamanetworkopen,False
3631_home,4,117,121,0.03305785123966942,3631,sjr_22800,3631,Basic and Applied Ecology,journal,"16180089, 14391791","1,094",Q1,89,96,247,6148,933,239,"3,89","64,04",Germany,Western Europe,Urban und Fischer Verlag Jena,2000-2022,"Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences,https://www.journals.elsevier.com/basic-and-applied-ecology,False
3632_home,2,85,87,0.022988505747126436,3632,sjr_25948,3632,European Journal of Haematology,journal,"16000609, 09024441","1,094",Q1,92,150,485,5163,1422,443,"3,01","34,42",United Kingdom,Western Europe,Wiley-Blackwell,1986-2022,Hematology (Q1); Medicine (miscellaneous) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/16000609,False
3633_home,6,535,541,0.011090573012939002,3633,sjr_12539,3633,European Journal of Nutrition,journal,"14366215, 14366207","1,094",Q1,112,344,972,17874,5058,943,"5,07","51,96",Germany,Western Europe,D. Steinkopff-Verlag,1996-2022,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1),Medicine; Nursing,https://www.springer.com/journal/394,False
3635_home,4,117,121,0.03305785123966942,3635,sjr_21100869487,3635,Forest Ecosystems,journal,"21975620, 20956355","1,093",Q1,31,79,187,5875,867,186,"4,21","74,37",Netherlands,Western Europe,Elsevier,2014-2022,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Forestry (Q1); Nature and Landscape Conservation (Q1)",Agricultural and Biological Sciences; Environmental Science,https://www.sciencedirect.com/journal/forest-ecosystems,False
3636_home,2,85,87,0.022988505747126436,3636,sjr_21680,3636,Journal of Hand Surgery,journal,"03635023, 15316564","1,093",Q1,129,394,806,9421,1752,709,"1,76","23,91",United Kingdom,Western Europe,W.B. Saunders Ltd,1976-2022,Orthopedics and Sports Medicine (Q1); Surgery (Q1),Medicine,https://www.jhandsurg.org/,False
3637_home,2,85,87,0.022988505747126436,3637,sjr_500147005,3637,Maternal and Child Nutrition,journal,"17408695, 17408709","1,093",Q1,77,165,529,7940,2040,514,"3,84","48,12",United Kingdom,Western Europe,Wiley-Blackwell,2005-2022,"Nutrition and Dietetics (Q1); Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Nursing,https://onlinelibrary.wiley.com/journal/17408709,False
3638_home,7,635,642,0.010903426791277258,3638,sjr_144680,3638,Reproductive Health,journal,17424755,"1,093",Q1,68,240,617,10419,2336,592,"3,26","43,41",United Kingdom,Western Europe,BioMed Central Ltd.,2004-2022,Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1),Medicine,https://reproductive-health-journal.biomedcentral.com/,False
3639_home,2,85,87,0.022988505747126436,3639,sjr_5800207375,3639,European Journal of Sport Science,journal,17461391,"1,092",Q1,73,333,464,13096,2000,462,"3,97","39,33",United Kingdom,Western Europe,Taylor and Francis Ltd.,2001-2022,"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)",Health Professions; Medicine,https://www.tandfonline.com/toc/tejs20/current,False
363_home,12,370,382,0.031413612565445025,363,sjr_146215,363,Journal of the National Comprehensive Cancer Network : JNCCN,journal,"15401413, 15401405","4,098",Q1,138,187,609,7146,6355,514,"9,58","38,21",United States,Northern America,Cold Spring Harbor Lab Press,2003-2022,Medicine (miscellaneous) (Q1); Oncology (Q1),Medicine,https://jnccn.org/,False
3641_home,2,85,87,0.022988505747126436,3641,sjr_14567,3641,Technometrics,journal,"15372723, 00401706","1,092",Q1,87,52,128,2152,332,119,"2,42","41,38",United Kingdom,Western Europe,Taylor and Francis Ltd.,1959-2022,Applied Mathematics (Q1); Modeling and Simulation (Q1); Statistics and Probability (Q1),Mathematics,https://www.tandfonline.com/toc/utch20/current,False
3642_home,2,85,87,0.022988505747126436,3642,sjr_14900154702,3642,Therapeutic Advances in Respiratory Disease,journal,"17534658, 17534666","1,092",Q1,46,66,200,3170,793,189,"4,11","48,03",United Kingdom,Western Europe,SAGE Publications,2007-2022,Pharmacology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1),Medicine,https://journals.sagepub.com/home/tar,False
3643_home,2,85,87,0.022988505747126436,3643,sjr_16543,3643,Tourism Economics,journal,"20440375, 13548166","1,092",Q1,69,203,252,12054,1615,239,"6,01","59,38",United States,Northern America,SAGE Publications,1995-2022,"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)","Business, Management and Accounting; Social Sciences",https://journals.sagepub.com/home/teu,False
3644_home,7,707,714,0.00980392156862745,3644,sjr_130035,3644,Virology Journal,journal,1743422X,"1,092",Q1,94,222,602,10046,2786,599,"4,67","45,25",United Kingdom,Western Europe,BioMed Central Ltd.,2004-2022,Infectious Diseases (Q1); Virology (Q2),Immunology and Microbiology; Medicine,https://virologyj.biomedcentral.com/,False
3645_home,4,117,121,0.03305785123966942,3645,sjr_26133,3645,Hormones and Behavior,journal,"0018506X, 10956867","1,091",Q1,154,127,431,11963,1573,424,"3,64","94,20",United States,Northern America,Academic Press,1969-2022,Behavioral Neuroscience (Q1); Endocrinology (Q1); Endocrine and Autonomic Systems (Q2),"Biochemistry, Genetics and Molecular Biology; Neuroscience",https://www.journals.elsevier.com/hormones-and-behavior,False
3646_home,2,85,87,0.022988505747126436,3646,sjr_30086,3646,Journal of Social and Personal Relationships,journal,02654075,"1,091",Q1,96,242,542,14066,1828,541,"2,96","58,12",United Kingdom,Western Europe,SAGE Publications,1984-2022,Communication (Q1); Developmental and Educational Psychology (Q1); Social Psychology (Q1); Sociology and Political Science (Q1),Psychology; Social Sciences,https://journals.sagepub.com/home/spr,False
3647_home,7,622,629,0.011128775834658187,3647,sjr_18593,3647,Microbial Cell Factories,journal,14752859,"1,091",Q1,116,276,661,15174,4401,660,"6,45","54,98",United Kingdom,Western Europe,BioMed Central Ltd.,2002-2022,Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology",https://microbialcellfactories.biomedcentral.com/,False
3648_home,8,712,720,0.011111111111111112,3648,sjr_19700166521,3648,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",journal,17577241,"1,091",Q1,63,77,426,2615,1362,408,"2,87","33,96",United Kingdom,Western Europe,BioMed Central Ltd.,2008-2022,Critical Care and Intensive Care Medicine (Q1); Emergency Medicine (Q1),Medicine,https://sjtrem.biomedcentral.com/,False
3649_home,2,85,87,0.022988505747126436,3649,sjr_21100209501,3649,Statistics in Biopharmaceutical Research,journal,19466315,"1,091",Q1,21,102,185,2953,280,145,"1,77","28,95",United Kingdom,Western Europe,Taylor and Francis Ltd.,2011-2022,Pharmaceutical Science (Q1); Statistics and Probability (Q1),"Mathematics; Pharmacology, Toxicology and Pharmaceutics",https://www.tandfonline.com/toc/usbr20/current,False
3652_home,8,530,538,0.01486988847583643,3652,sjr_19700175823,3652,Briefings in Functional Genomics,journal,"20412649, 20412657","1,089",Q1,78,35,104,2831,479,97,"3,75","80,89",United Kingdom,Western Europe,Oxford University Press,2010-2022,Biochemistry (Q1); Medicine (miscellaneous) (Q1); Genetics (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://academic.oup.com/bfg,False
3653_home,29,559,588,0.04931972789115646,3653,sjr_5100152905,3653,Clinical Neuropsychiatry,journal,17244935,"1,089",Q1,32,45,117,2506,611,106,"6,49","55,69",Italy,Western Europe,Giovanni Fioriti Editore,2006-2022,Psychiatry and Mental Health (Q1),Medicine,https://www.clinicalneuropsychiatry.org/,False
3654_home,2,85,87,0.022988505747126436,3654,sjr_21101093005,3654,Environment and Planning E: Nature and Space,journal,"25148486, 25148494","1,089",Q1,21,198,192,18879,737,190,"3,49","95,35",United States,Northern America,SAGE Publications,2018-2022,"Development (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1)",Environmental Science; Social Sciences,https://journals.sagepub.com/home/ene,False
3655_home,2,757,759,0.002635046113306983,3655,sjr_18928,3655,Journal of Human Genetics,journal,"1435232X, 14345161","1,089",Q2,88,111,415,3199,1400,398,"3,46","28,82",United Kingdom,Western Europe,Nature Publishing Group,"1961, 1996, 1998-2022",Genetics (Q2); Genetics (clinical) (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.nature.com/jhg/,False
3656_home,2,85,87,0.022988505747126436,3656,sjr_21100386521,3656,"Language, Cognition and Neuroscience",journal,"23273801, 23273798","1,089",Q1,89,101,277,7759,732,258,"2,42","76,82",United States,Northern America,Taylor and Francis Inc.,2013-2022,Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Cognitive Neuroscience (Q2),Neuroscience; Psychology; Social Sciences,https://www.tandfonline.com/toc/plcp21/current,False
3657_home,2,85,87,0.022988505747126436,3657,sjr_24733,3657,American Behavioral Scientist,journal,"15523381, 00027642","1,088",Q1,125,247,350,11781,1317,329,"4,05","47,70",United States,Northern America,SAGE Publications,1957-2022,Cultural Studies (Q1); Education (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Psychology; Social Sciences,https://journals.sagepub.com/home/abs,False
3658_home,6,541,547,0.010968921389396709,3658,sjr_19608,3658,Annals of Clinical Microbiology and Antimicrobials,journal,14760711,"1,088",Q1,64,57,187,2097,1102,183,"5,84","36,79",United Kingdom,Western Europe,BioMed Central Ltd.,2002-2022,Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1),Medicine,https://ann-clinmicrob.biomedcentral.com/,False
3659_home,202,974,1176,0.1717687074829932,3659,sjr_21100381004,3659,CNS oncology,journal,20450915,"1,088",Q1,28,13,50,507,184,47,"2,00","39,00",United Kingdom,Western Europe,Future Medicine Ltd.,"2012-2019, 2021-2022",Neurology (Q1); Neurology (clinical) (Q1),Medicine; Neuroscience,https://www.futuremedicine.com/journal/cns,False
3662_home,2,85,87,0.022988505747126436,3662,sjr_13928,3662,Journal of Planning Education and Research,journal,"0739456X, 15526577","1,088",Q1,83,117,282,6421,966,252,"1,99","54,88",United States,Northern America,SAGE Publications,1981-2022,"Development (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1)",Social Sciences,https://journals.sagepub.com/home/jpe,False
3663_home,2,85,87,0.022988505747126436,3663,sjr_13456,3663,Psychological Inquiry,journal,"15327965, 1047840X","1,088",Q1,94,37,119,2045,319,64,"3,10","55,27",United States,Northern America,Routledge,"1990-1996, 1998-2022",Psychology (miscellaneous) (Q1),Psychology,https://www.tandfonline.com/toc/hpli20/current,False
3664_home,2,85,87,0.022988505747126436,3664,sjr_6000195389,3664,Developmental Neurobiology,journal,"1932846X, 19328451","1,087",Q2,138,41,157,3587,439,152,"2,99","87,49",United States,Northern America,John Wiley and Sons,2007-2022,Cellular and Molecular Neuroscience (Q2); Developmental Neuroscience (Q2),Neuroscience,https://onlinelibrary.wiley.com/journal/1932846x,False
3665_home,21,1291,1312,0.01600609756097561,3665,sjr_19686,3665,Epidemiology and Infection,journal,"14694409, 09502688","1,087",Q1,119,203,877,6684,3241,849,"4,17","32,93",United Kingdom,Western Europe,Cambridge University Press,"1970, 1987-2022",Infectious Diseases (Q1); Epidemiology (Q2),Medicine,https://www.cambridge.org/core/journals/epidemiology-and-infection,False
3666_home,2,85,87,0.022988505747126436,3666,sjr_16727,3666,Journal of Mental Health,journal,"09638237, 13600567","1,087",Q1,77,162,312,8095,1371,287,"3,97","49,97",United Kingdom,Western Europe,Informa Healthcare,1992-2022,Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine,https://www.tandfonline.com/toc/ijmh20/current,False
3669_home,3,677,680,0.004411764705882353,3669,sjr_21100873453,3669,Palgrave Communications,journal,20551045,"1,086",Q1,38,0,260,0,1570,236,"4,23","0,00",United Kingdom,Western Europe,Palgrave Macmillan Ltd.,2015-2020,"Arts and Humanities (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)","Arts and Humanities; Economics, Econometrics and Finance; Psychology; Social Sciences",https://www.nature.com/palcomms/,False
366_home,2,76,78,0.02564102564102564,366,sjr_21100470165,366,Advanced Science,journal,21983844,"4,086",Q1,154,1529,2160,112454,35481,2154,"15,17","73,55",Germany,Western Europe,Wiley-VCH Verlag,2014-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine; Physics and Astronomy",https://onlinelibrary.wiley.com/journal/21983844,False
3670_home,4,117,121,0.03305785123966942,3670,sjr_29286,3670,Clinica Chimica Acta,journal,"00098981, 18733492","1,085",Q1,160,329,1320,14305,6375,1240,"5,02","43,48",Netherlands,Western Europe,Elsevier,1956-2022,Biochemistry (Q1); Biochemistry (medical) (Q1); Clinical Biochemistry (Q1); Medicine (miscellaneous) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.journals.elsevier.com/clinica-chimica-acta,False
3671_home,6,573,579,0.010362694300518135,3671,sjr_12866,3671,"Cognitive, Affective and Behavioral Neuroscience",journal,"15307026, 1531135X","1,085",Q1,108,99,277,8876,942,275,"2,98","89,66",United States,Northern America,Springer,2001-2022,Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q2),Neuroscience,https://www.springer.com/journal/13415,False
3672_home,2,85,87,0.022988505747126436,3672,sjr_10600153340,3672,Current Protocols in Cell Biology,journal,"19342616, 19342500","1,085",Q1,46,0,44,0,119,44,"3,94","0,00",United States,Northern America,John Wiley and Sons,2001-2020,Medicine (miscellaneous) (Q1); Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://currentprotocols.onlinelibrary.wiley.com/journal/19342616,False
3674_home,4,117,121,0.03305785123966942,3674,sjr_12212,3674,Journal of Critical Care,journal,"15578615, 08839441","1,085",Q1,96,245,820,6634,2497,679,"3,15","27,08",Netherlands,Western Europe,Elsevier,1986-2022,Critical Care and Intensive Care Medicine (Q1),Medicine,https://www.journals.elsevier.com/journal-of-critical-care,False
3679_home,191,2092,2283,0.08366184844502847,3679,sjr_21100790818,3679,Antioxidants,journal,20763921,"1,084",Q1,83,2493,3981,200563,29619,3900,"7,07","80,45",Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2012-2022,Biochemistry (Q1); Clinical Biochemistry (Q1); Food Science (Q1); Physiology (Q1); Cell Biology (Q2); Molecular Biology (Q2),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",https://www.mdpi.com/journal/antioxidants,False
367_home,2,85,87,0.022988505747126436,367,sjr_17864,367,Radiology,journal,"00338419, 15271315","4,073",Q1,320,524,1654,9921,16312,972,"10,76","18,93",United States,Northern America,Radiological Society of North America Inc.,1945-2022,"Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://pubs.rsna.org/journal/radiology,False
3681_home,2,85,87,0.022988505747126436,3681,sjr_19700174918,3681,Clinical and Translational Science,journal,"17528062, 17528054","1,084",Q1,56,271,502,9413,2066,463,"4,19","34,73",United Kingdom,Western Europe,Wiley-Blackwell,2008-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics",https://ascpt.onlinelibrary.wiley.com/journal/17528062,False
3684_home,2,85,87,0.022988505747126436,3684,sjr_4000151603,3684,Space Weather,journal,15427390,"1,084",Q2,67,169,386,8890,1528,364,"3,76","52,60",United States,Northern America,Wiley-Blackwell,2005-2022,Atmospheric Science (Q2),Earth and Planetary Sciences,https://agupubs.onlinelibrary.wiley.com/journal/15427390,False
3685_home,4,117,121,0.03305785123966942,3685,sjr_23706,3685,Journal of Biomedical Informatics,journal,"15320480, 15320464","1,083",Q1,121,208,628,11081,6034,554,"5,10","53,27",United States,Northern America,Academic Press,2001-2022,Computer Science Applications (Q1); Health Informatics (Q1),Computer Science; Medicine,https://www.journals.elsevier.com/journal-of-biomedical-informatics,False
3687_home,2,85,87,0.022988505747126436,3687,sjr_12004,3687,Journal of Trauma and Dissociation,journal,"15299740, 15299732","1,083",Q1,53,47,126,2068,488,108,"3,71","44,00",United States,Northern America,Routledge,2000-2022,Clinical Psychology (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,https://www.tandfonline.com/toc/wjtd20/current,False
3688_home,4,117,121,0.03305785123966942,3688,sjr_21100980170,3688,Matrix Biology Plus,journal,25900285,"1,083",Q1,14,27,81,2343,338,81,"4,12","86,78",Netherlands,Western Europe,Elsevier,2019-2022,Biochemistry (Q1); Biophysics (Q1); Histology (Q1); Cell Biology (Q2); Genetics (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.sciencedirect.com/journal/matrix-biology-plus,False
368_home,2,85,87,0.022988505747126436,368,sjr_15131,368,Global Change Biology,journal,"13652486, 13541013","4,069",Q1,293,521,1362,45786,16831,1271,"11,45","87,88",United Kingdom,Western Europe,Wiley-Blackwell,"1959, 1973, 1995-2022",Ecology (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1),Environmental Science,https://onlinelibrary.wiley.com/journal/13652486,False
3690_home,4,117,121,0.03305785123966942,3690,sjr_29419,3690,Aquaculture,journal,00448486,"1,082",Q1,202,1307,3385,80577,17796,3381,"5,12","61,65",Netherlands,Western Europe,Elsevier,1972-2023,Aquatic Science (Q1),Agricultural and Biological Sciences,https://www.sciencedirect.com/journal/aquaculture,False
3693_home,4,117,121,0.03305785123966942,3693,sjr_15472,3693,Journal of Experimental Child Psychology,journal,"00220965, 10960457","1,082",Q1,131,175,564,10890,1658,563,"2,87","62,23",United States,Northern America,Academic Press,1964-2023,Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1),Psychology,https://www.journals.elsevier.com/journal-of-experimental-child-psychology,False
3694_home,51,427,478,0.10669456066945607,3694,sjr_21100448513,3694,Journal of Healthcare Leadership,journal,11793201,"1,082",Q1,16,23,47,734,192,46,"4,58","31,91",United States,Northern America,Dove Medical Press,2014-2022,"Leadership and Management (Q1); Organizational Behavior and Human Resource Management (Q1); Public Health, Environmental and Occupational Health (Q1)","Business, Management and Accounting; Medicine; Nursing",https://www.dovepress.com/journal-of-healthcare-leadership-journal,False
3696_home,2,85,87,0.022988505747126436,3696,sjr_35934,3696,Physiological Genomics,journal,"15312267, 10948341","1,082",Q1,121,46,166,2471,752,163,"4,84","53,72",United States,Northern America,American Physiological Society,1999-2022,Physiology (Q1); Genetics (Q2),"Biochemistry, Genetics and Molecular Biology",https://journals.physiology.org/journal/physiolgenomics,False
3697_home,2,85,87,0.022988505747126436,3697,sjr_27391,3697,"Population, Space and Place",journal,15448444,"1,082",Q1,83,126,280,8475,965,277,"3,11","67,26",United Kingdom,Western Europe,John Wiley and Sons,2004-2022,"Demography (Q1); Geography, Planning and Development (Q1)",Social Sciences,https://onlinelibrary.wiley.com/journal/15448452,False
3698_home,4,536,540,0.007407407407407408,3698,sjr_18627,3698,Respiration,journal,"14230356, 00257931","1,082",Q1,90,116,406,3972,1272,358,"3,23","34,24",Switzerland,Western Europe,S. Karger AG,1944-2022,Pulmonary and Respiratory Medicine (Q1),Medicine,https://www.karger.com/Journal/Home/224278,False
3699_home,11,589,600,0.018333333333333333,3699,sjr_26825,3699,Coral Reefs,journal,"07224028, 14320975","1,081",Q1,119,130,398,9602,1506,393,"3,29","73,86",Germany,Western Europe,Springer,1982-2022,Aquatic Science (Q1),Agricultural and Biological Sciences,https://www.springer.com/journal/338,False
369_home,4,117,121,0.03305785123966942,369,sjr_12503,369,Remote Sensing of Environment,journal,00344257,"4,057",Q1,327,440,1464,33341,22059,1457,"14,01","75,78",United States,Northern America,Elsevier,1969-2022,Computers in Earth Sciences (Q1); Geology (Q1); Soil Science (Q1),Agricultural and Biological Sciences; Earth and Planetary Sciences,https://www.journals.elsevier.com/remote-sensing-of-environment/,False
36_home,3,36,39,0.07692307692307693,36,sjr_17900156715,36,IEEE Communications Surveys and Tutorials,journal,1553877X,"14,248",Q1,240,76,306,16826,13450,297,"41,05","221,39",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2005-2022,Electrical and Electronic Engineering (Q1),Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=9739,False
3700_home,4,117,121,0.03305785123966942,3700,sjr_28367,3700,HPB,journal,"14772574, 1365182X","1,081",Q1,85,256,678,8425,2064,623,"2,66","32,91",United Kingdom,Western Europe,John Wiley and Sons,2000-2022,Gastroenterology (Q1); Hepatology (Q2),Medicine,https://www.journals.elsevier.com/hpb,False
