page_id,violations,passes,total_checks,failure_rate,page_type,index,name,type,inst,desc,city,state,blank,url,title
357,2,436,438,0.0045662100456621,home,357,TOBACCO.GOV,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,ResponsibleDisclosure@hhs.gov,TOBACCO.GOV,TOBACCO.GOV
358,20,316,336,0.05952380952380952,home,358,TOX21.GOV,Federal - Executive,Department of Health and Human Services,National Center for Advancing Translational Sciences,Rockville,MD,ResponsibleDisclosure@hhs.gov,TOX21.GOV,TOX21.GOV
361,1,529,530,0.0018867924528301887,home,361,VACCINE.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,VACCINE.GOV,VACCINE.GOV
362,1,529,530,0.0018867924528301887,home,362,VACCINES.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,responsibledisclosure@hhs.gov,VACCINES.GOV,VACCINES.GOV
363,1,529,530,0.0018867924528301887,home,363,VACINE.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,VACINE.GOV,VACINE.GOV
364,1,529,530,0.0018867924528301887,home,364,VACINES.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,VACINES.GOV,VACINES.GOV
365,1,528,529,0.001890359168241966,home,365,VACUNA.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,VACUNA.GOV,VACUNA.GOV
366,1,528,529,0.001890359168241966,home,366,VACUNAS.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,VACUNAS.GOV,VACUNAS.GOV
367,8,146,154,0.05194805194805195,home,367,VISFORVACCINATED.GOV,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,VISFORVACCINATED.GOV,VISFORVACCINATED.GOV
369,28,290,318,0.0880503144654088,home,369,WHITEHOUSECONFERENCEONAGING.GOV,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,WHITEHOUSECONFERENCEONAGING.GOV,WHITEHOUSECONFERENCEONAGING.GOV
370,11,897,908,0.012114537444933921,home,370,WOMENSHEALTH.GOV,Federal - Executive,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",Washington,DC,responsibledisclosure@hhs.gov,WOMENSHEALTH.GOV,WOMENSHEALTH.GOV
371,11,1255,1266,0.008688783570300158,home,371,YOUTH.GOV,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Planning and Evaluation, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,YOUTH.GOV,YOUTH.GOV
372,4,821,825,0.0048484848484848485,home,372,BIOMETRICS.GOV,Federal - Executive,Department of Homeland Security,US-VISIT,Arlington,VA,IS2OSecurity@hq.dhs.gov,BIOMETRICS.GOV,BIOMETRICS.GOV
373,5,894,899,0.0055617352614015575,home,373,CBP.GOV,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,CBPSOC@cbp.dhs.gov,CBP.GOV,CBP.GOV
374,3,1140,1143,0.0026246719160104987,home,374,CISA.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,ContactOCIO@cisa.dhs.gov,CISA.GOV,CISA.GOV
376,3,1140,1143,0.0026246719160104987,home,376,CYBER.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,IS2OSecurity@hq.dhs.gov,CYBER.GOV,CYBER.GOV
377,3,1140,1143,0.0026246719160104987,home,377,CYBERSECURITY.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,IS2OSecurity@hq.dhs.gov,CYBERSECURITY.GOV,CYBERSECURITY.GOV
378,1,1075,1076,0.0009293680297397769,home,378,DHS.GOV,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,DHS.GOV,DHS.GOV
379,35,577,612,0.05718954248366013,home,379,DISASTERASSISTANCE.GOV,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov,DISASTERASSISTANCE.GOV,DISASTERASSISTANCE.GOV
381,6,262,268,0.022388059701492536,home,381,DOTGOV.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cisa.dhs.gov,DOTGOV.GOV,DOTGOV.GOV
382,6,1294,1300,0.004615384615384616,home,382,E-VERIFY.GOV,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov,E-VERIFY.GOV,E-VERIFY.GOV
383,6,1294,1300,0.004615384615384616,home,383,EVERIFY.GOV,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov,EVERIFY.GOV,EVERIFY.GOV
384,23,464,487,0.04722792607802875,home,384,EVUS.GOV,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,IS2OSecurity@hq.dhs.gov,EVUS.GOV,EVUS.GOV
385,8,714,722,0.0110803324099723,home,385,FEMA.GOV,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov,FEMA.GOV,FEMA.GOV
386,2,288,290,0.006896551724137931,home,386,FIRSTRESPONDERTRAINING.GOV,Federal - Executive,Department of Homeland Security,Office for Domestic Preparedness,Washington,DC,fema-nosc-cyber@fema.dhs.gov,FIRSTRESPONDERTRAINING.GOV,FIRSTRESPONDERTRAINING.GOV
387,4,663,667,0.005997001499250375,home,387,FLETA.GOV,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Glynco,GA,FLETCCSIRC@fletc.dhs.gov,FLETA.GOV,FLETA.GOV
388,2,883,885,0.0022598870056497176,home,388,FLETC.GOV,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Glynco,GA,FLETCCSIRC@fletc.dhs.gov,FLETC.GOV,FLETC.GOV
389,10,632,642,0.01557632398753894,home,389,FLOODSMART.GOV,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov,FLOODSMART.GOV,FLOODSMART.GOV
390,6,262,268,0.022388059701492536,home,390,GET.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cisa.dhs.gov,GET.GOV,GET.GOV
391,1,1274,1275,0.000784313725490196,home,391,GLOBALENTRY.GOV,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,CBPSOC@cbp.dhs.gov,GLOBALENTRY.GOV,GLOBALENTRY.GOV
392,1,1075,1076,0.0009293680297397769,home,392,HOMELANDSECURITY.GOV,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,HOMELANDSECURITY.GOV,HOMELANDSECURITY.GOV
393,17,1499,1516,0.011213720316622692,home,393,ICE.GOV,Federal - Executive,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Washington,DC,IS2OSecurity@hq.dhs.gov,ICE.GOV,ICE.GOV
394,1,551,552,0.0018115942028985507,home,394,JUNTOS.GOV,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,JUNTOS.GOV,JUNTOS.GOV
396,3,690,693,0.004329004329004329,home,396,LISTO.GOV,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov,LISTO.GOV,LISTO.GOV
398,31,872,903,0.03433001107419712,home,398,NIEM.GOV,Federal - Executive,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",Washington,DC,IS2OSecurity@hq.dhs.gov,NIEM.GOV,NIEM.GOV
402,2,766,768,0.0026041666666666665,home,402,PREVENTIONRESOURCEFINDER.GOV,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2Osecurity@hq.dhs.gov,PREVENTIONRESOURCEFINDER.GOV,PREVENTIONRESOURCEFINDER.GOV
403,3,673,676,0.004437869822485207,home,403,READY.GOV,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov,READY.GOV,READY.GOV
404,3,653,656,0.004573170731707317,home,404,READYBUSINESS.GOV,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov,READYBUSINESS.GOV,READYBUSINESS.GOV
406,5,1011,1016,0.004921259842519685,home,406,SCHOOLSAFETY.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,is2osecurity@hq.dhs.gov,SCHOOLSAFETY.GOV,SCHOOLSAFETY.GOV
407,6,773,779,0.007702182284980745,home,407,SECRETSERVICE.GOV,Federal - Executive,Department of Homeland Security,United States Secret Service   ,Washington,DC,IS2OSecurity@hq.dhs.gov,SECRETSERVICE.GOV,SECRETSERVICE.GOV
408,8,671,679,0.011782032400589101,home,408,STOPRANSOMWARE.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,vulnerability.disclosure.prog@hq.dhs.gov,STOPRANSOMWARE.GOV,STOPRANSOMWARE.GOV
409,1,537,538,0.0018587360594795538,home,409,TOGETHER.GOV,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,TOGETHER.GOV,TOGETHER.GOV
410,7,674,681,0.010279001468428781,home,410,TSA.GOV,Federal - Executive,Department of Homeland Security,Transportation Security Administration,Arlington,VA,GRC_Compliance@tsa.dhs.gov,TSA.GOV,TSA.GOV
411,3,1140,1143,0.0026246719160104987,home,411,US-CERT.GOV,Federal - Executive,Department of Homeland Security,US-CERT,Washington,DC,moe-cirt@us-cert.gov,US-CERT.GOV,US-CERT.GOV
413,29,1874,1903,0.015239096163951655,home,413,USCIS.GOV,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov,USCIS.GOV,USCIS.GOV
414,6,773,779,0.007702182284980745,home,414,USSS.GOV,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,megan.mcgraw@usss.dhs.gov,USSS.GOV,USSS.GOV
415,15,510,525,0.02857142857142857,home,415,DISASTERHOUSING.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,DISASTERHOUSING.GOV,DISASTERHOUSING.GOV
416,32,1096,1128,0.028368794326241134,home,416,FHA.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,FHA.GOV,FHA.GOV
417,20,590,610,0.03278688524590164,home,417,GINNIEMAE.GOV,Federal - Executive,Department of Housing and Urban Development,Government National Mortgage Association,Washington,DC,ron.e.espedido@hud.gov,GINNIEMAE.GOV,GINNIEMAE.GOV
418,15,510,525,0.02857142857142857,home,418,HUD.GOV,Federal - Executive,Department of Housing and Urban Development,Web Master  Pulic Affair,Washington,DC,vdp@hud.gov,HUD.GOV,HUD.GOV
419,0,975,975,0.0,home,419,HUDHOMESTORE.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,(blank),HUDHOMESTORE.GOV,HUDHOMESTORE.GOV
420,2,132,134,0.014925373134328358,home,420,HUDOIG.GOV,Federal - Executive,Department of Housing and Urban Development,Office of Inspector General,Washington,DC,INFOSECFederalStaff@hudoig.gov,HUDOIG.GOV,HUDOIG.GOV
421,12,1046,1058,0.011342155009451797,home,421,HUDUSER.GOV,Federal - Executive,Department of Housing and Urban Development,"U.S. Department of Housing and Urban Development, Office of Policy Development and Research",Washington,DC,support@huduser.gov,HUDUSER.GOV,HUDUSER.GOV
422,15,510,525,0.02857142857142857,home,422,NATIONALHOUSING.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,NATIONALHOUSING.GOV,NATIONALHOUSING.GOV
423,15,510,525,0.02857142857142857,home,423,NATIONALHOUSINGLOCATOR.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,NATIONALHOUSINGLOCATOR.GOV,NATIONALHOUSINGLOCATOR.GOV
424,15,510,525,0.02857142857142857,home,424,NHL.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,NHL.GOV,NHL.GOV
425,15,510,525,0.02857142857142857,home,425,NLS.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,NLS.GOV,NLS.GOV
426,7,201,208,0.03365384615384615,home,426,OPPORTUNITYZONES.GOV,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,OPPORTUNITYZONES.GOV,OPPORTUNITYZONES.GOV
427,1,797,798,0.0012531328320802004,home,427,ADA.GOV,Federal - Executive,Department of Justice,Civil Rights Division,Washington,DC,Responsible_Disclosure@usdoj.gov,ADA.GOV,ADA.GOV
428,5,1029,1034,0.004835589941972921,home,428,AMBERALERT.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,AMBERALERT.GOV,AMBERALERT.GOV
429,9,709,718,0.012534818941504178,home,429,ATF.GOV,Federal - Executive,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",Washington,DC,Responsible_Disclosure@usdoj.gov,ATF.GOV,ATF.GOV
431,4,206,210,0.01904761904761905,home,431,BATS.GOV,Federal - Executive,Department of Justice,Department of Justice,Potomac,MD,Responsible_Disclosure@usdoj.gov,BATS.GOV,BATS.GOV
432,3,20,23,0.13043478260869565,home,432,BIOMETRICCOE.GOV,Federal - Executive,Department of Justice,FBI CJIS,Clarksburg,WV,Responsible_Disclosure@usdoj.gov,BIOMETRICCOE.GOV,BIOMETRICCOE.GOV
433,7,1350,1357,0.005158437730287398,home,433,BJA.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington ,DC,Responsible_Disclosure@usdoj.gov,BJA.GOV,BJA.GOV
436,4,8,12,0.3333333333333333,home,436,CAMPUSDRUGPREVENTION.GOV,Federal - Executive,Department of Justice,Drug Enforcement Administration,Springfield,VA,Responsible_Disclosure@usdoj.gov,CAMPUSDRUGPREVENTION.GOV,CAMPUSDRUGPREVENTION.GOV
438,3,923,926,0.0032397408207343412,home,438,CRIMESOLUTIONS.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washinton,DC,Responsible_Disclosure@usdoj.gov,CRIMESOLUTIONS.GOV,CRIMESOLUTIONS.GOV
439,4,1008,1012,0.003952569169960474,home,439,CRIMEVICTIMS.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,CRIMEVICTIMS.GOV,CRIMEVICTIMS.GOV
440,1,876,877,0.0011402508551881414,home,440,CYBERCRIME.GOV,Federal - Executive,Department of Justice,Criminal Division,Washington,DC,Responsible_Disclosure@usdoj.gov,CYBERCRIME.GOV,CYBERCRIME.GOV
441,4,8,12,0.3333333333333333,home,441,DEA.GOV,Federal - Executive,Department of Justice,Drug Enforcement Administration,Springfield,VA,Responsible_Disclosure@usdoj.gov,DEA.GOV,DEA.GOV
442,5,509,514,0.009727626459143969,home,442,DEAECOM.GOV,Federal - Executive,Department of Justice,Drug Enforcement Administration,Washington,DC,Responsible_Disclosure@usdoj.gov,DEAECOM.GOV,DEAECOM.GOV
444,9,640,649,0.01386748844375963,home,444,DSAC.GOV,Federal - Executive,Department of Justice,"U.S. Department of Justice, BI, Domestic Security Alliance Council (DSAC)",Potomac,MD,Responsible_Disclosure@usdoj.gov,DSAC.GOV,DSAC.GOV
445,3,1332,1335,0.0022471910112359553,home,445,ELDERJUSTICE.GOV,Federal - Executive,Department of Justice,"Department of Justice, Civil Division",Washington,DC,Responsible_Disclosure@usdoj.gov,ELDERJUSTICE.GOV,ELDERJUSTICE.GOV
446,4,8,12,0.3333333333333333,home,446,EPIC.GOV,Federal - Executive,Department of Justice,Drug Enforcement Administration,Washington,DC,Responsible_Disclosure@usdoj.gov,EPIC.GOV,EPIC.GOV
447,2,812,814,0.002457002457002457,home,447,FARA.GOV,Federal - Executive,Department of Justice,"U.S. Department of Justice, National Security Division",Washington,DC,Responsible_Disclosure@usdoj.gov,FARA.GOV,FARA.GOV
448,3,20,23,0.13043478260869565,home,448,FBI.GOV,Federal - Executive,Department of Justice,Federal Bureau of Investigation,Washington,DC,Responsible_Disclosure@usdoj.gov,FBI.GOV,FBI.GOV
450,2,128,130,0.015384615384615385,home,450,FBIJOBS.GOV,Federal - Executive,Department of Justice,Federal Bureau of Investigation,Washington,DC,Responsible_Disclosure@usdoj.gov,FBIJOBS.GOV,FBIJOBS.GOV
452,0,3899,3899,0.0,home,452,FIRSTFREEDOM.GOV,Federal - Executive,Department of Justice,Department of Justice,Potomac,MD,Responsible_Disclosure@usdoj.gov,FIRSTFREEDOM.GOV,FIRSTFREEDOM.GOV
453,6,473,479,0.012526096033402923,home,453,FOIA.GOV,Federal - Executive,Department of Justice,"Department of Justice, Office of e-Government",Washington,DC,Responsible_Disclosure@usdoj.gov,FOIA.GOV,FOIA.GOV
456,4,8,12,0.3333333333333333,home,456,GETSMARTABOUTDRUGS.GOV,Federal - Executive,Department of Justice,Drug Enforcement Administration,Springfield,VA,Responsible_Disclosure@usdoj.gov,GETSMARTABOUTDRUGS.GOV,GETSMARTABOUTDRUGS.GOV
457,0,539,539,0.0,home,457,IC3.GOV,Federal - Executive,Department of Justice,Internet Crime Complaint Center,Fairmont,WV,Responsible_Disclosure@usdoj.gov,IC3.GOV,IC3.GOV
458,0,804,804,0.0,home,458,INTERPOL.GOV,Federal - Executive,Department of Justice,"U.S. Department of Justice, U. S. NATIONAL CENTRAL BUREAU of INTERPOL (INTERPOL)",Potomac,MD,Responsible_Disclosure@usdoj.gov,INTERPOL.GOV,INTERPOL.GOV
459,21,569,590,0.03559322033898305,home,459,IPRCENTER.GOV,Federal - Executive,Department of Justice,U.S Immigration and Customs Enforcement,Washington,DC,Responsible_Disclosure@usdoj.gov,IPRCENTER.GOV,IPRCENTER.GOV
461,5,1222,1227,0.004074979625101874,home,461,JUSTICE.GOV,Federal - Executive,Department of Justice,Department of Justice,Washington,DC,Responsible_Disclosure@usdoj.gov,JUSTICE.GOV,JUSTICE.GOV
462,4,8,12,0.3333333333333333,home,462,JUSTTHINKTWICE.GOV,Federal - Executive,Department of Justice,Drug Enforcement Administration,Springfield,VA,Responsible_Disclosure@usdoj.gov,JUSTTHINKTWICE.GOV,JUSTTHINKTWICE.GOV
463,3,721,724,0.004143646408839779,home,463,JUVENILECOUNCIL.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,JUVENILECOUNCIL.GOV,JUVENILECOUNCIL.GOV
464,7,295,302,0.023178807947019868,home,464,LEARNATF.GOV,Federal - Executive,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",Washington,DC,Responsible_Disclosure@usdoj.gov,LEARNATF.GOV,LEARNATF.GOV
465,0,726,726,0.0,home,465,LEARNDOJ.GOV,Federal - Executive,Department of Justice,Department of Justice,Washington,DC,Responsible_Disclosure@usdoj.gov,LEARNDOJ.GOV,LEARNDOJ.GOV
467,14,788,802,0.017456359102244388,home,467,LEP.GOV,Federal - Executive,Department of Justice,Civil Rights Division,Washington,DC,Responsible_Disclosure@usdoj.gov,LEP.GOV,LEP.GOV
469,2,884,886,0.002257336343115124,home,469,MEDALOFVALOR.GOV,Federal - Executive,Department of Justice,Department of Justice,Potomac,MD,Responsible_Disclosure@usdoj.gov,MEDALOFVALOR.GOV,MEDALOFVALOR.GOV
470,4,983,987,0.004052684903748734,home,470,NAMUS.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,NAMUS.GOV,NAMUS.GOV
471,2,612,614,0.003257328990228013,home,471,NATIONALGANGCENTER.GOV,Federal - Executive,Department of Justice,Institute for Intergovernmental Research,Tallahassee,FL,Responsible_Disclosure@usdoj.gov,NATIONALGANGCENTER.GOV,NATIONALGANGCENTER.GOV
472,2,728,730,0.0027397260273972603,home,472,NCIRC.GOV,Federal - Executive,Department of Justice,Institute for Intergovernmental Research,Tallahassee,FL,Responsible_Disclosure@usdoj.gov,NCIRC.GOV,NCIRC.GOV
473,2,1084,1086,0.001841620626151013,home,473,NCJRS.GOV,Federal - Executive,Department of Justice,Department of Justice,Potomac,MD,Responsible_Disclosure@usdoj.gov,NCJRS.GOV,NCJRS.GOV
474,7,1094,1101,0.006357856494096276,home,474,NICIC.GOV,Federal - Executive,Department of Justice,"Department of Justice, National Institute of Corrections",Washington,DC,Responsible_Disclosure@usdoj.gov,NICIC.GOV,NICIC.GOV
475,14,176,190,0.07368421052631578,home,475,NICSEZCHECKFBI.GOV,Federal - Executive,Department of Justice,Federal Bureau of Investigation,Washington,DC,Responsible_Disclosure@usdoj.gov,NICSEZCHECKFBI.GOV,NICSEZCHECKFBI.GOV
476,34,1823,1857,0.01830910070005385,home,476,NIJ.GOV,Federal - Executive,Department of Justice,Office of Justice Programs ,Washington,DC,Responsible_Disclosure@usdoj.gov,NIJ.GOV,NIJ.GOV
477,3,749,752,0.003989361702127659,home,477,NMVTIS.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,NMVTIS.GOV,NMVTIS.GOV
479,6,932,938,0.006396588486140725,home,479,NSOPW.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,NSOPW.GOV,NSOPW.GOV
480,3,20,23,0.13043478260869565,home,480,NVTC.GOV,Federal - Executive,Department of Justice,National Virtual Translation Center,Washington,DC,Responsible_Disclosure@usdoj.gov,NVTC.GOV,NVTC.GOV
481,6,1480,1486,0.004037685060565276,home,481,OJJDP.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Potomac,MD,Responsible_Disclosure@usdoj.gov,OJJDP.GOV,OJJDP.GOV
482,3,903,906,0.0033112582781456954,home,482,OJP.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,OJP.GOV,OJP.GOV
483,26,2035,2061,0.012615235322658904,home,483,OVC.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Potomac,DC,Responsible_Disclosure@usdoj.gov,OVC.GOV,OVC.GOV
484,18,628,646,0.02786377708978328,home,484,OVCTTAC.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,OVCTTAC.GOV,OVCTTAC.GOV
485,2,767,769,0.002600780234070221,home,485,PROJECTSAFECHILDHOOD.GOV,Federal - Executive,Department of Justice,Office of the Chief Information Officer,Washington,DC,Responsible_Disclosure@usdoj.gov,PROJECTSAFECHILDHOOD.GOV,PROJECTSAFECHILDHOOD.GOV
486,2,642,644,0.003105590062111801,home,486,PROJECTSAFENEIGHBORHOODS.GOV,Federal - Executive,Department of Justice,Office of the Chief Information Officer,Washington,DC,Responsible_Disclosure@usdoj.gov,PROJECTSAFENEIGHBORHOODS.GOV,PROJECTSAFENEIGHBORHOODS.GOV
487,3,1048,1051,0.0028544243577545195,home,487,PSOB.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Potomac,MD,Responsible_Disclosure@usdoj.gov,PSOB.GOV,PSOB.GOV
488,59,589,648,0.09104938271604938,home,488,RCFL.GOV,Federal - Executive,Department of Justice,RCFL,McLean,VA,Responsible_Disclosure@usdoj.gov,RCFL.GOV,RCFL.GOV
490,1,831,832,0.001201923076923077,home,490,SCRA.GOV,Federal - Executive,Department of Justice,Department of Justice,Potomac,MD,Responsible_Disclosure@usdoj.gov,SCRA.GOV,SCRA.GOV
491,3,9,12,0.25,home,491,SEIZED.GOV,Federal - Executive,Department of Justice,Federal Bureau of Investigation,Washington,DC,(blank),SEIZED.GOV,SEIZED.GOV
492,1,831,832,0.001201923076923077,home,492,SERVICEMEMBERS.GOV,Federal - Executive,Department of Justice,Civil Rights Division,Potomac,MD,Responsible_Disclosure@usdoj.gov,SERVICEMEMBERS.GOV,SERVICEMEMBERS.GOV
493,32,1748,1780,0.017977528089887642,home,493,SMART.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,SMART.GOV,SMART.GOV
494,1,889,890,0.0011235955056179776,home,494,TRIBALJUSTICEANDSAFETY.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,TRIBALJUSTICEANDSAFETY.GOV,TRIBALJUSTICEANDSAFETY.GOV
495,4,35,39,0.10256410256410256,home,495,TSC.GOV,Federal - Executive,Department of Justice,Terrorist Screening Center,Washington,DC,(blank),TSC.GOV,TSC.GOV
497,35,626,661,0.0529500756429652,home,497,UNICOR.GOV,Federal - Executive,Department of Justice,Unicor,Washington,DC,Responsible_Disclosure@usdoj.gov,UNICOR.GOV,UNICOR.GOV
498,5,1222,1227,0.004074979625101874,home,498,USDOJ.GOV,Federal - Executive,Department of Justice,Office of the Chief Information Officer,Washington,DC,Responsible_Disclosure@usdoj.gov,USDOJ.GOV,USDOJ.GOV
499,1,831,832,0.001201923076923077,home,499,USERRA.GOV,Federal - Executive,Department of Justice,Civil Rights Division,Potomac,MD,Responsible_Disclosure@usdoj.gov,USERRA.GOV,USERRA.GOV
500,104,21214,21318,0.004878506426494043,home,500,USMARSHALS.GOV,Federal - Executive,Department of Justice,U.S. Marshals Service,Arlington,VA,USMS-ITD-SwAssetMgmt@usdoj.gov,USMARSHALS.GOV,USMARSHALS.GOV
501,3,653,656,0.004573170731707317,home,501,VCF.GOV,Federal - Executive,Department of Justice,Department of Justice,Washington,DC,Responsible_Disclosure@usdoj.gov,VCF.GOV,VCF.GOV
502,3,749,752,0.003989361702127659,home,502,VEHICLEHISTORY.GOV,Federal - Executive,Department of Justice,Office of Justice Programs,Potomac,MD,Responsible_Disclosure@usdoj.gov,VEHICLEHISTORY.GOV,VEHICLEHISTORY.GOV
503,1,1333,1334,0.0007496251874062968,home,503,APPRENTICESHIP.GOV,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,APPRENTICESHIP.GOV,APPRENTICESHIP.GOV
504,1,1333,1334,0.0007496251874062968,home,504,APPRENTICESHIPS.GOV,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,APPRENTICESHIPS.GOV,APPRENTICESHIPS.GOV
505,14,899,913,0.01533406352683461,home,505,BENEFITS.GOV,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,BENEFITS.GOV,BENEFITS.GOV
508,3,853,856,0.0035046728971962616,home,508,DOL.GOV,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,DOL.GOV,DOL.GOV
510,3,337,340,0.008823529411764706,home,510,EMPLOYER.GOV,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,EMPLOYER.GOV,EMPLOYER.GOV
