page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,page_type,is_filter
22132_home,123,561,684,0.17982456140350878,22132,sjr_21101053585,22132,Medicina Moderna,journal,"12230472, 23602473","0,147",Q4,2,42,110,1122,15,110,"0,14","26,71",Romania,Eastern Europe,Bucharest College of Physicians,2020-2022,Medicine (miscellaneous) (Q4),Medicine,https://medicinamoderna.ro/,home,False
22141_home,47,228,275,0.1709090909090909,22141,sjr_15900154740,22141,Romanian Agricultural Research,journal,"20675720, 12224227","0,147",Q4,14,50,82,1476,34,82,"0,45","29,52",Romania,Eastern Europe,Agricultural Research and Development Institute Fundulea.,2008-2022,Agronomy and Crop Science (Q4),Agricultural and Biological Sciences,https://www.incda-fundulea.ro/rar.htm,home,False
22148_home,64,1369,1433,0.044661549197487785,22148,sjr_65755,22148,Acta Agronomica,journal,"00445959, 01202812","0,146",Q4,12,5,125,156,57,125,"0,32","31,20",Colombia,Latin America,Universidad Nacional de Colombia,"1968, 2012-2022",Agronomy and Crop Science (Q4); Soil Science (Q4),Agricultural and Biological Sciences,https://revistas.unal.edu.co/index.php/acta_agronomica,home,False
2214_home,2,128,130,0.015384615384615385,2214,sjr_23306,2214,American Journal of Physiology - Cell Physiology,journal,"15221563, 03636143","1,468",Q1,195,256,613,20603,3253,591,"5,24","80,48",United States,Northern America,American Physiological Society,1977-2022,Cell Biology (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",https://journals.physiology.org/journal/ajpcell,home,False
22150_home,5,14,19,0.2631578947368421,22150,sjr_21100945157,22150,Andrologia i Genital'naa Hirurgia,journal,"20709781, 24128902","0,146",Q4,3,37,108,945,22,107,"0,19","25,54",Russia,Eastern Europe,ABV-press Publishing house,2019-2022,Reproductive Medicine (Q4); Surgery (Q4); Urology (Q4),Medicine,https://agx.abvpress.ru/jour,home,False
22152_home,17,307,324,0.05246913580246913,22152,sjr_21100828135,22152,Aquaculture Science,journal,"03714217, 21850194","0,146",Q4,6,0,105,0,22,105,"0,22","0,00",Japan,Asiatic Region,"Japanese Society for Aquaculture Research, Nishimura Toushadou Ltd.",2016-2021,Animal Science and Zoology (Q4); Aquatic Science (Q4),Agricultural and Biological Sciences,https://wwb.jp/zoushoku/English/journal_E.html,home,False
22156_home,33,200,233,0.14163090128755365,22156,sjr_21100403825,22156,Avaliacao Psicologica,journal,"21753431, 16770471","0,146",Q4,8,0,200,0,62,189,"0,28","0,00",Brazil,Latin America,Instituto Brasileiro de Avaliacao Psicologica,2015-2021,Psychology (miscellaneous) (Q4),Psychology,http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1677-0471&lng=en,home,False
2215_home,2,128,130,0.015384615384615385,2215,sjr_12675,2215,International Journal of Eating Disorders,journal,"1098108X, 02763478","1,468",Q1,152,194,590,8626,3217,557,"5,47","44,46",United States,Northern America,John Wiley and Sons,1981-2022,Psychiatry and Mental Health (Q1),Medicine,https://onlinelibrary.wiley.com/journal/1098108x,home,False
22166_home,351,1081,1432,0.24511173184357543,22166,sjr_21101039613,22166,Epidemiologiya i Vaktsinoprofilaktika,journal,"20733046, 26190494","0,146",Q4,4,81,110,1924,76,110,"0,69","23,75",Russia,Eastern Europe,Numikom LLC,2020-2022,"Epidemiology (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)",Medicine,https://www.epidemvac.ru/jour,home,False
22168_home,10,538,548,0.01824817518248175,22168,sjr_13209,22168,European Journal of Anatomy,journal,11364890,"0,146",Q4,21,69,221,2303,72,212,"0,27","33,38",Spain,Western Europe,Sociedad Anatomica Espanola,1999-2022,Anatomy (Q4),Medicine,http://www.eurjanat.com/web/,home,False
22170_home,17,305,322,0.052795031055900624,22170,sjr_110104,22170,Giornale Italiano di Medicina del Lavoro ed Ergonomia,journal,15927830,"0,146",Q4,24,19,129,0,51,125,"0,37","0,00",Italy,Western Europe,Tipografia PI-ME Editrice Srl,1997-2021,"Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)",Medicine,https://gimle.unipv.it/,home,False
22176_home,2,116,118,0.01694915254237288,22176,sjr_21100208021,22176,Infant Observation,journal,"17458943, 13698036","0,146",Q4,5,10,37,180,12,31,"0,38","18,00",United Kingdom,Western Europe,Taylor and Francis Ltd.,2012-2022,Applied Psychology (Q4); Clinical Psychology (Q4); Developmental and Educational Psychology (Q4); Social Psychology (Q4),Psychology,https://www.tandfonline.com/toc/riob20/current,home,False
22177_home,43,719,762,0.05643044619422572,22177,sjr_21101082066,22177,International Journal of Abdominal Wall and Hernia Surgery,journal,"25898078, 25898736","0,146",Q4,3,39,70,842,25,70,"0,36","21,59",India,Asiatic Region,Wolters Kluwer Medknow Publications,2020-2022,Surgery (Q4),Medicine,https://journals.lww.com/rhaw/pages/default.aspx,home,False
22187_home,28,1532,1560,0.017948717948717947,22187,sjr_12700154704,22187,"Journal of Emergency Medicine, Trauma and Acute Care",journal,"19997086, 19997094","0,146",Q4,5,72,43,1762,25,39,"0,58","24,47",Qatar,Middle East,HBKU Press,"2008-2009, 2012-2017, 2020-2022",Critical Care and Intensive Care Medicine (Q4); Emergency Medicine (Q4),Medicine,https://www.qscience.com/content/journals/jemtac,home,False
22189_home,89,2793,2882,0.030881332408049966,22189,sjr_21100258635,22189,Journal of Lymphoedema,journal,17507235,"0,146",Q4,9,9,41,202,14,35,"0,36","22,44",United Kingdom,Western Europe,Wounds UK,2011-2022,Hematology (Q4),Medicine,https://www.woundsinternational.com/journals/latest-issue/journal-of-lymphoedema,home,False
22191_home,14,677,691,0.020260492040520984,22191,sjr_21100778010,22191,Journal of Oral Research,journal,07192479,"0,146",Q4,7,46,253,1112,70,217,"0,20","24,17",Chile,Latin America,Universidad de Concepcion,2016-2022,Dentistry (miscellaneous) (Q4),Dentistry,https://revistas.udec.cl/index.php/journal_of_oral_research/index,home,False
22194_home,85,850,935,0.09090909090909091,22194,sjr_21100239236,22194,Journal of the Chinese Cereals and Oils Association,journal,10030174,"0,146",Q4,10,320,967,9473,536,967,"0,56","29,60",China,Asiatic Region,zhong guo liang you xue bao bian ji bu,2013-2022,Food Science (Q4),Agricultural and Biological Sciences,http://www.lyxuebao.net/ch/index.aspx,home,False
221_home,2,128,130,0.015384615384615385,221,sjr_23188,221,European Journal of Heart Failure,journal,"13889842, 18790844","5,601",Q1,156,350,961,10837,8096,500,"8,20","30,96",United States,Northern America,Wiley-Blackwell,1999-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://onlinelibrary.wiley.com/journal/18790844,home,False
22201_home,28,722,750,0.037333333333333336,22201,sjr_17439,22201,Nervenheilkunde,journal,"07221541, 25675788","0,146",Q3,17,96,345,3153,80,281,"0,31","32,84",Germany,Western Europe,Georg Thieme Verlag,1982-2022,Family Practice (Q3); Neurology (clinical) (Q4),Medicine,https://www.thieme.de/de/nervenheilkunde/profil-120264.htm,home,False
22202_home,40,861,901,0.04439511653718091,22202,sjr_21101038738,22202,Neuroscience Research Notes,journal,2576828X,"0,146",Q4,5,23,50,1359,40,40,"0,85","59,09",Malaysia,Asiatic Region,Neurotak Publishing,2018-2022,Cellular and Molecular Neuroscience (Q4); Cognitive Neuroscience (Q4); Neurology (Q4); Neuroscience (miscellaneous) (Q4),Neuroscience,https://neuroscirn.org/,home,False
22205_home,59,311,370,0.15945945945945947,22205,sjr_12100157171,22205,Psychiatria,journal,17329841,"0,146",Q4,8,10,103,523,30,98,"0,40","52,30",Poland,Eastern Europe,Via Medica,2008-2021,Psychiatry and Mental Health (Q4),Medicine,https://journals.viamedica.pl/psychiatria,home,False
22206_home,2,128,130,0.015384615384615385,22206,sjr_19900191418,22206,Psychotherapy and Politics International,journal,"14769263, 15569195","0,146",Q3,7,0,94,0,33,69,"0,26","0,00",Germany,Western Europe,Wiley - VCH Verlag GmbH &amp; CO. KGaA,2013-2021,Multidisciplinary (Q3),Multidisciplinary,https://www.onlinelibrary.wiley.com/journal/15569195,home,False
2220_home,7,1049,1056,0.006628787878787879,2220,sjr_23116,2220,Current Atherosclerosis Reports,journal,"15346242, 15233804","1,467",Q1,83,92,211,6574,1207,207,"5,69","71,46",United States,Northern America,Current Medicine Group,1999-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://www.springer.com/journal/11883,home,False
22210_home,4,58,62,0.06451612903225806,22210,sjr_14732,22210,Revista Mexicana de Psicologia,journal,01856073,"0,146",Q4,20,0,26,0,16,26,"0,50","0,00",Mexico,Latin America,Sociedad Mexicana de Psicologia,1996-2021,Psychology (miscellaneous) (Q4),Psychology,http://comeppsi.com/rmp,home,False
22215_home,22,779,801,0.02746566791510612,22215,sjr_28647,22215,Urogynaecologia International Journal,journal,"20388314, 11213086","0,146",Q4,7,10,16,251,5,16,"0,13","25,10",Italy,Western Europe,Associato All'USPI - Unione Stampa Periodica Italia,"1995-2014, 2016-2017, 2019, 2021-2022",Obstetrics and Gynecology (Q4); Urology (Q4),Medicine,http://www.urogynaecologia.org/index.php/uij,home,False
22219_home,1,521,522,0.0019157088122605363,22219,sjr_8300153136,22219,Africa Journal of Nursing and Midwifery,journal,16825055,"0,145",Q3,10,27,113,786,42,111,"0,45","29,11",South Africa,Africa,UNISA press,"2006-2008, 2012, 2014-2022",Maternity and Midwifery (Q3); Advanced and Specialized Nursing (Q4),Nursing,https://unisapressjournals.co.za/index.php/AJNM,home,False
22226_home,43,343,386,0.11139896373056994,22226,sjr_5400152655,22226,Brain and Nerve,journal,"18816096, 13448129","0,145",Q4,14,0,133,0,42,133,"0,33","0,00",Japan,Asiatic Region,Igaku-Shoin Ltd,2007-2020,Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4),Medicine,https://www.oatext.com/Brain-and-Nerves-JBN.php#gsc.tab=0,home,False
22243_home,12,743,755,0.015894039735099338,22243,sjr_9500154001,22243,Italian Journal of Anatomy and Embryology,journal,11226714,"0,145",Q4,30,44,54,1071,23,51,"0,00","24,34",Italy,Western Europe,Firenze University Press,1992-2022,Anatomy (Q4); Embryology (Q4),Medicine,https://oajournals.fupress.net/index.php/ijae,home,False
22252_home,36,1339,1375,0.02618181818181818,22252,sjr_19700174716,22252,Klimik Dergisi,journal,"13091484, 1301143X","0,145",Q4,9,51,190,1076,46,175,"0,29","21,10",Turkey,Middle East,DOC Design and Informatics Co. Ltd.,2010-2022,Infectious Diseases (Q4); Microbiology (medical) (Q4),Medicine,https://www.klimikdergisi.org/EN,home,False
22258_home,297,961,1258,0.23608903020667726,22258,sjr_21100979261,22258,"Obstetrics, Gynecology and Reproduction",journal,"23137347, 25003194","0,145",Q4,5,59,195,1995,78,194,"0,45","33,81",Russia,Eastern Europe,IRBIS LLC,2017-2022,Embryology (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4),Medicine,https://www.gynecology.su/jour,home,False
22264_home,4,199,203,0.019704433497536946,22264,sjr_13990,22264,Psychologie Francaise,journal,00332984,"0,145",Q4,17,43,85,2775,39,83,"0,47","64,53",France,Western Europe,Elsevier,2004-2022,Psychology (miscellaneous) (Q4),Psychology,https://www.journals.elsevier.com/psychologie-francaise,home,False
22268_home,72,545,617,0.1166936790923825,22268,sjr_21101049092,22268,Revista Brasileira de Cirurgia Plastica,journal,"19835175, 21771235","0,145",Q4,3,78,249,1499,37,231,"0,11","19,22",Brazil,Latin America,Sociedade Brasileira de Cirurgia Plastica,2021-2022,Surgery (Q4),Medicine,http://www.rbcp.org.br/,home,False
22270_home,130,881,1011,0.12858555885262116,22270,sjr_4900153106,22270,Revista Cubana de Salud Publica,journal,"08643466, 15613127","0,145",Q4,16,78,221,2077,76,184,"0,27","26,63",Cuba,Latin America,Editorial Ciencias Medicas,"1996-2002, 2006-2022","Public Health, Environmental and Occupational Health (Q4)",Medicine,http://www.revsaludpublica.sld.cu/index.php/spu,home,False
22271_home,44,661,705,0.062411347517730496,22271,sjr_21100823466,22271,Revista Habanera de Ciencias Medicas,journal,1729519X,"0,145",Q4,10,31,327,687,123,297,"0,42","22,16",Cuba,Latin America,,2002-2022,"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)",Medicine,http://www.revhabanera.sld.cu/index.php/rhab,home,False
22273_home,55,1393,1448,0.03798342541436464,22273,sjr_19333,22273,Sante Publique,journal,09953914,"0,145",Q4,19,117,271,3113,103,257,"0,34","26,61",France,Western Europe,Societe Francaise de Sante Publique,"1947, 1973-1979, 1993, 1996-2022","Public Health, Environmental and Occupational Health (Q4)",Medicine,https://www.sfsp.fr/lire-et-ecrire/la-revue-sante-publique/decouvrir-la-revue,home,False
22286_home,80,796,876,0.091324200913242,22286,sjr_21435,22286,Anestezi Dergisi,journal,13000578,"0,144",Q4,6,42,145,894,34,137,"0,21","21,29",Turkey,Middle East,,2002-2022,Anesthesiology and Pain Medicine (Q4),Medicine,https://anestezidergisi.com/,home,False
22293_home,20,160,180,0.1111111111111111,22293,sjr_17305,22293,Botanicheskii Zhurnal,journal,"00068136, 26586339","0,144",Q4,5,0,274,0,88,268,"0,35","0,00",Russia,Eastern Europe,Komarov Botanical Institute of the Russian Academy of Sciences,"1977, 2019-2021","Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)",Agricultural and Biological Sciences,http://botjournal.ru/en/,home,False
22296_home,7,915,922,0.007592190889370932,22296,sjr_5800207504,22296,Cell and Tissue Biology,journal,"1990519X, 19905203","0,144",Q4,15,63,174,2691,78,174,"0,41","42,71",United States,Northern America,Pleiades Publishing,2007-2022,Cell Biology (Q4),"Biochemistry, Genetics and Molecular Biology",https://www.springer.com/journal/11821,home,False
22299_home,7,1367,1374,0.005094614264919942,22299,sjr_21101039795,22299,Chinese Journal of General Practitioners,journal,16717368,"0,144",Q3,7,116,476,2205,103,467,"0,22","19,01",China,Asiatic Region,Chinese Medical Journals Publishing House Co.Ltd,2020-2022,Family Practice (Q3); Medicine (miscellaneous) (Q4),Medicine,https://eng.med.wanfangdata.com.cn/Journal/Detail?qid=zhqkyszz,home,False
2229_home,12,114,126,0.09523809523809523,2229,sjr_12825,2229,Canadian Psychology,journal,07085591,"1,464",Q1,62,66,106,5330,547,100,"6,00","80,76",Canada,Northern America,Canadian Psychological Association,"1986-1988, 1990-1991, 1993, 1996-2022",Psychology (miscellaneous) (Q1),Psychology,https://www.apa.org/pubs/journals/cap/,home,False
22317_home,20,343,363,0.05509641873278237,22317,sjr_21101045271,22317,International Journal of Advanced and Applied Sciences,journal,"23133724, 2313626X","0,144",Q4,7,239,254,6517,157,254,"0,59","27,27",Taiwan,Asiatic Region,,2021-2022,Multidisciplinary (Q4),Multidisciplinary,https://www.science-gate.com/IJAAS.html,home,False
2231_home,26,1302,1328,0.01957831325301205,2231,sjr_4000148311,2231,Preventing chronic disease,journal,15451151,"1,464",Q1,91,82,434,1397,1800,420,"4,56","17,04",United States,Northern America,Centers for Disease Control and Prevention (CDC),2004-2022,"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.cdc.gov/pcd/index.htm,home,False
22324_home,32,575,607,0.05271828665568369,22324,sjr_19700186954,22324,Iranian Journal of Epidemiology,journal,17357489,"0,144",Q4,14,16,140,517,46,139,"0,29","32,31",Iran,Middle East,Teheran University of Medical Sciences,2010-2022,Epidemiology (Q4),Medicine,http://irje.tums.ac.ir/index.php?slc_lang=en&sid=1,home,False
22327_home,7,170,177,0.03954802259887006,22327,sjr_21100994462,22327,Journal of Agricultural Sciences (Belgrade),journal,"14508109, 24060968","0,144",Q4,3,28,87,972,40,87,"0,48","34,71",Serbia,Eastern Europe,University of Belgrade - Faculty of Agriculture,2018-2022,Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Plant Science (Q4); Soil Science (Q4),Agricultural and Biological Sciences,http://joas.agrif.bg.ac.rs/,home,False
22328_home,4,199,203,0.019704433497536946,22328,sjr_21100231621,22328,Journal of Coloproctology,journal,22379363,"0,144",Q4,14,58,210,1519,88,202,"0,36","26,19",Germany,Western Europe,Georg Thieme Verlag,2011-2022,Gastroenterology (Q4),Medicine,https://www.journals.elsevier.com/journal-of-coloproctology/,home,False
2232_home,4,199,203,0.019704433497536946,2232,sjr_13120,2232,Seminars in Oncology,journal,"00937754, 15328708","1,464",Q1,142,60,140,3615,680,129,"3,71","60,25",United Kingdom,Western Europe,W.B. Saunders Ltd,1974-2022,Hematology (Q1); Oncology (Q1),Medicine,https://www.sciencedirect.com/journal/seminars-in-oncology,home,False
22331_home,21,355,376,0.05585106382978723,22331,sjr_14165,22331,Journal of Health Care Finance,journal,10786767,"0,144",Q4,26,0,57,0,20,51,"0,45","0,00",United States,Northern America,Aspen Publishers Inc.,"1994-2017, 2019-2021",Health Policy (Q4),Medicine,https://www.healthfinancejournal.com/index.php/johcf,home,False
22337_home,14,503,517,0.027079303675048357,22337,sjr_21100942865,22337,Mindanao Journal of Science and Technology,journal,"24493686, 22440410","0,144",Q4,4,44,81,1601,39,81,"0,48","36,39",Philippines,Asiatic Region,University of Science and Technology of Southern Philippines Press,2019-2022,Multidisciplinary (Q4),Multidisciplinary,https://mjst.ustp.edu.ph/index.php/mjst,home,False
22346_home,61,647,708,0.08615819209039548,22346,sjr_19700201450,22346,Pediatrie pro Praxi,journal,"12130494, 18035264","0,144",Q4,4,87,262,1212,24,244,"0,08","13,93",Czech Republic,Eastern Europe,SOLEN S.R.O.,2011-2022,"Pediatrics, Perinatology and Child Health (Q4)",Medicine,https://www.pediatriepropraxi.cz/,home,False
22355_home,21,761,782,0.026854219948849106,22355,sjr_20156,22355,Revista Alergia Mexico,journal,00025151,"0,144",Q4,17,34,170,1169,71,151,"0,27","34,38",Mexico,Latin America,Nieto Editores,"1961, 1964-2022",Immunology and Allergy (Q4),Medicine,http://revistaalergia.mx/ojs/index.php/ram,home,False
2235_home,4,199,203,0.019704433497536946,2235,sjr_12807,2235,Personality and Individual Differences,journal,01918869,"1,463",Q1,193,547,1785,24087,9124,1769,"5,27","44,03",United Kingdom,Western Europe,Elsevier,1980-2023,Psychology (miscellaneous) (Q1),Psychology,https://www.sciencedirect.com/journal/personality-and-individual-differences,home,False
22362_home,8,561,569,0.014059753954305799,22362,sjr_21100201998,22362,Scientia Agriculturae Bohemica,journal,"18059430, 12113174","0,144",Q4,15,3,55,168,27,55,"0,45","56,00",Germany,Western Europe,de Gruyter,2012-2021,Agricultural and Biological Sciences (miscellaneous) (Q4),Agricultural and Biological Sciences,https://content.sciendo.com/view/journals/sab/sab-overview.xml,home,False
22364_home,63,1585,1648,0.03822815533980582,22364,sjr_24959,22364,Skinmed,journal,15409740,"0,144",Q4,29,110,271,0,56,210,"0,18","0,00",United States,Northern America,"Le Jacq Communications, Inc.","2003-2008, 2010-2022",Dermatology (Q4); Immunology and Allergy (Q4); Medicine (miscellaneous) (Q4),Medicine,https://skinmedjournal.com/,home,False
2236_home,2,128,130,0.015384615384615385,2236,sjr_15185,2236,Academic Emergency Medicine,journal,"15532712, 10696563","1,462",Q1,137,232,672,6222,1784,415,"2,92","26,82",United States,Northern America,Wiley-Blackwell,1994-2022,Emergency Medicine (Q1); Medicine (miscellaneous) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/15532712,home,False
22380_home,43,972,1015,0.042364532019704436,22380,sjr_19336,22380,Zhurnal Voprosy Nejrokhirurgii Imeni N.N. Burdenko,journal,"00428817, 23091681","0,144",Q4,12,88,242,2121,98,239,"0,45","24,10",Russia,Eastern Europe,Media Sphera Publishing House,1945-2022,Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4),Medicine,https://www.mediasphera.ru/journal/zhurnal-voprosy-nejrokhirurgii-imeni-n-n-burdenko,home,False
22389_home,19,749,768,0.024739583333333332,22389,sjr_20300195074,22389,ASM Science Journal,journal,18236782,"0,143",Q4,9,65,504,2394,162,501,"0,28","36,83",Malaysia,Asiatic Region,Akademi Sains Malaysia,"2011-2015, 2017-2022",Multidisciplinary (Q4),Multidisciplinary,https://www.akademisains.gov.my/asmsj/,home,False
2238_home,53,966,1019,0.052011776251226695,2238,sjr_19200156952,2238,Journal of Innate Immunity,journal,"16628128, 1662811X","1,462",Q1,78,64,118,4522,568,101,"4,57","70,66",Switzerland,Western Europe,S. Karger AG,2008-2022,Immunology and Allergy (Q1),Medicine,https://www.karger.com/Journal/Home/234234,home,False
22391_home,14,606,620,0.02258064516129032,22391,sjr_19700175782,22391,British Journal of Medical Practitioners,journal,17578515,"0,143",Q4,15,0,50,0,18,46,"0,20","0,00",United Kingdom,Western Europe,JMN Medical Education Ltd,2011-2021,Medicine (miscellaneous) (Q4),Medicine,https://www.bjmp.org/,home,False
22404_home,57,625,682,0.08357771260997067,22404,sjr_21100239255,22404,EuroMediterranean Biomedical Journal,journal,22797165,"0,143",Q4,14,44,123,1222,71,112,"0,54","27,77",Italy,Western Europe,,2012-2022,Medicine (miscellaneous) (Q4),Medicine,http://www.embj.org/,home,False
2240_home,7,1034,1041,0.0067243035542747355,2240,sjr_3100147501,2240,Clinical Research in Cardiology,journal,"18610692, 18610684","1,461",Q1,78,189,540,5456,2355,453,"4,69","28,87",Germany,Western Europe,Taylor and Francis Ltd.,2005-2022,Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1),Medicine,https://www.springer.com/journal/392,home,False
22413_home,8,975,983,0.008138351983723296,22413,sjr_21101045333,22413,IIUM Medical Journal Malaysia,journal,27352285,"0,143",Q4,4,86,237,2439,84,226,"0,38","28,36",Malaysia,Asiatic Region,International Islamic University Malaysia,2018-2022,Medicine (miscellaneous) (Q4),Medicine,https://journals.iium.edu.my/kom/index.php/imjm,home,False
22417_home,32,426,458,0.06986899563318777,22417,sjr_20500195212,22417,International Journal of Drug Delivery Technology,journal,09754415,"0,143",Q3,13,325,482,9107,201,482,"0,40","28,02",India,Asiatic Region,Dr. Yashwant Research Labs Pvt. Ltd.,"2011-2012, 2014-2022",Pharmaceutical Science (Q3),"Pharmacology, Toxicology and Pharmaceutics",https://ijddt.com/,home,False
22428_home,41,990,1031,0.03976721629485936,22428,sjr_21101078836,22428,Lilloa,journal,"23469641, 00759481","0,143",Q4,1,46,10,1847,4,10,"0,40","40,15",Argentina,Latin America,Fundacion Miguel Lillo,2021-2022,"Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)",Agricultural and Biological Sciences,https://www.lillo.org.ar/journals/index.php/lilloa,home,False
22432_home,38,451,489,0.07770961145194274,22432,sjr_12356,22432,Minerva Ortopedica e Traumatologica,journal,"03943410, 18271707","0,143",Q4,8,0,74,0,22,65,"0,36","0,00",Italy,Western Europe,Edizioni Minerva Medica S.p.A.,"1965-1972, 1987-2021",Orthopedics and Sports Medicine (Q4); Surgery (Q4),Medicine,https://www.minervamedica.it/en/journals/minerva-ortopedica-traumatol/,home,False
22439_home,4,542,546,0.007326007326007326,22439,sjr_21100822743,22439,PSICOLOGIA,journal,"08742049, 21832471","0,143",Q4,5,10,65,489,24,63,"0,38","48,90",Portugal,Western Europe,Associacao Portuguesa de Psicologia,2016-2022,Psychology (miscellaneous) (Q4),Psychology,https://revista.appsicologia.org/index.php/rpsicologia,home,False
22440_home,313,990,1303,0.2402148887183423,22440,sjr_21100858339,22440,Pulmonologiya,journal,"25419617, 08690189","0,143",Q4,10,87,241,3175,157,241,"0,75","36,49",Russia,Eastern Europe,Pulmonology LLC,2015-2022,Pulmonary and Respiratory Medicine (Q4),Medicine,https://journal.pulmonology.ru/pulm,home,False
22443_home,83,1318,1401,0.05924339757316203,22443,sjr_146188,22443,Revue Medicale Suisse,journal,16609379,"0,143",Q4,19,651,2157,7934,355,1364,"0,19","12,19",Switzerland,Western Europe,Editions Medecine et Hygiene,2005-2022,Medicine (miscellaneous) (Q4),Medicine,https://www.revmed.ch/,home,False
22445_home,35,423,458,0.07641921397379912,22445,sjr_21100285049,22445,Rwanda Medical Journal,journal,2079097X,"0,143",Q4,6,9,75,168,17,73,"0,14","18,67",Rwanda,Africa,Rwanda Health Communication Center - Rwanda Biomedical Center (RHCC - RBC),2013-2022,Medicine (miscellaneous) (Q4),Medicine,https://www.rwandamedicaljournal.org/,home,False
2244_home,7,973,980,0.007142857142857143,2244,sjr_19900195063,2244,Frontiers of Medicine,journal,"20950225, 20950217","1,460",Q1,55,95,224,5679,1689,205,"9,20","59,78",China,Asiatic Region,Springer,2011-2022,Medicine (miscellaneous) (Q1),Medicine,https://www.springer.com/journal/11684,home,False
22450_home,290,1399,1689,0.17169923031379514,22450,sjr_21100783507,22450,Vestnik Transplantologii i Iskusstvennykh Organov,journal,"19951191, 24126160","0,143",Q4,8,63,244,1937,75,239,"0,33","30,75",Russia,Eastern Europe,,2015-2022,Immunology and Allergy (Q4); Transplantation (Q4),Medicine,https://journal.transpl.ru/vtio/index,home,False
22462_home,4,839,843,0.004744958481613286,22462,sjr_145731,22462,Communication and Medicine,journal,"16121783, 16133625","0,142",Q4,24,0,31,0,15,29,"0,14","0,00",United Kingdom,Western Europe,Equinox Publishing Ltd,"2004-2015, 2017-2019","Public Health, Environmental and Occupational Health (Q4)",Medicine,https://www.degruyter.com/view/journals/come/come-overview.xml,home,False
22476_home,7,946,953,0.007345225603357817,22476,sjr_21100905960,22476,Indian Journal of Gynecologic Oncology,journal,"23638400, 23638397","0,142",Q4,5,71,324,1695,91,314,"0,37","23,87",India,Asiatic Region,Springer India,2016-2022,Obstetrics and Gynecology (Q4); Oncology (Q4),Medicine,https://www.springer.com/journal/40944,home,False
2247_home,220,24323,24543,0.008963859348897853,2247,sjr_20021,2247,Nephrology Dialysis Transplantation,journal,"14602385, 09310509","1,460",Q1,187,310,945,8684,4110,866,"4,39","28,01",United Kingdom,Western Europe,Oxford University Press,1986-2022,Medicine (miscellaneous) (Q1); Nephrology (Q1); Transplantation (Q1),Medicine,https://academic.oup.com/ndt,home,False
22488_home,5,1554,1559,0.003207184092366902,22488,sjr_24878,22488,Journal of Pakistan Association of Dermatologists,journal,15609014,"0,142",Q4,15,122,339,2449,62,331,"0,18","20,07",Pakistan,Asiatic Region,Pakistan Association of Dermatologists,1999-2022,Dermatology (Q4),Medicine,https://www.jpad.com.pk/index.php/jpad,home,False
22495_home,4,1,5,0.8,22495,sjr_23171,22495,Korean Journal of Pharmacognosy,journal,02533073,"0,142",Q3,17,16,124,427,44,123,"0,41","26,69",South Korea,Asiatic Region,Korean Society of Pharmacognosy,"1990-2011, 2013-2022",Pharmaceutical Science (Q3); Drug Discovery (Q4); Pharmacology (Q4),"Pharmacology, Toxicology and Pharmaceutics",http://journal.ksp.or.kr/,home,False
22496_home,42,402,444,0.0945945945945946,22496,sjr_19700187811,22496,Kranion,journal,15778843,"0,142",Q4,2,30,64,924,5,53,"0,12","30,80",Spain,Western Europe,Publicaciones Permanyer,"2011-2014, 2017-2022",Neurology (clinical) (Q4),Medicine,http://www.kranion.es/,home,False
2249_home,3,493,496,0.006048387096774193,2249,sjr_12159,2249,Body Image,journal,"17401445, 18736807","1,459",Q1,98,171,337,11963,2244,333,"5,87","69,96",Netherlands,Western Europe,Elsevier,2004-2022,Applied Psychology (Q1); Psychology (miscellaneous) (Q1); Social Psychology (Q1),Psychology,http://www.elsevier.com/wps/find/journaldescription.cws_home/672932/description#description,home,False
22503_home,7,1095,1102,0.006352087114337568,22503,sjr_15155,22503,Monatsschrift fur Kinderheilkunde,journal,"14330474, 00269298","0,142",Q4,22,254,587,3800,131,422,"0,25","14,96",Germany,Western Europe,Springer,1952-2022,"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)",Medicine,https://www.springer.com/journal/112,home,False
